reviews,reviewers,date_reviews,rating,course_id
"Not the greatest Python course in the world. Teaching seems unprofessional and disorganized, technical issues are common, and the discussion forums do not offer much value, as you cannot discuss your code with your peers, and the forum staff are more than often unhelpful. The exercises are unoriginal and do not require much creative thinking - often it's enough to copy & paste code from the lectures and change a few variables around! You're better of looking for other Python beginner courses on the Coursera platform, as well as on other platforms. The only thing I liked about the course were the interviews with people behind Python, but otherwise the course does not facilitate deeper learning and is not engaging.",By Paulius E,"Nov 04, 2016",2,python
"Extremely basic. I wouldn't even call this a full course. It's about half of an introductory course. I assume the pacing is to allow for people that may have difficulty with learning the language. I'm not certain that it has the depth necessary for those that may have difficulty though. If you are at all serious about learning to program, don't limit yourself to this course, or it's pacing. I would suggest researching every subject covered, to get a bit more depth, and moving through it at a brisk pace. If you take the pace suggested in the course, you're likely to have bought a new computer before you can program anything extremely useful.",By Isaiah A,"Nov 30, 2016",2,python
All the lectures are not clearly explained and a fresh person cannot understand few things and even in the assignments not mentioned properly what has to be done and if not how to solve them and how can you imagine the learner knows all the terms related to web or the particular language..? you need to explain the new terms which you use in the lectures and the lectures should be elaborate and should stress more on the basic things like abcdefg here you need to explain a in detail b in detail c in detail so on then after in the next lectures you can move fastly.Not satisfied. ,By Akhilesh G,"Dec 07, 2016",2,python
"Sense of humour is off-putting. Tone is unnecessarily childish (""Python is yelling at you""). Key ideas are unmotivated (just trust me, functions are useful!). Includes line of code impossible to understand in earlier videos  (e.g. loops appear in earlier weeks). Office hours just seem like professor showing off all the places he goes to.  I enjoyed the interviews with people discussing their work or history.",By Lovkush A,"Oct 13, 2016",2,python
"Its too easy. The exercises and quizzes are too simple to solve. Once can easily read 4-5 chapters from book in a single day and can complete this course. I feel that the duration (5weeks) for this course is way too long. The concepts discussed could have been easily understood in 3 weeks (at max). Also, I think the fees is high for such trivial concepts.",By Amit K,"Oct 31, 2016",2,python
"Useless Quiz and not enough Challenge Coding  Datacamp or codeacademy do a better jobOnly for absolute beginners(Others please try something else, you will waste your time learning nothing)",By LE G X,"Nov 12, 2016",2,python
"Far too easy and too expensive. I did this ""seven week"" course in about 2 hours.  I can get much more thorough instruction from Code Academy for free or low cost.",By Brian Q,"Feb 19, 2016",2,python
It is too basic. Boring if you have ever programmed before. I would enclose the full content of this course into a week as part of the second course.,By Bartolome M,"Dec 20, 2016",2,python
Material is very basic for anyone with even the smallest amount of programming experience. Very slow pace,By Yuval A,"Oct 02, 2016",2,python
The videos ramble too much which makes it hard to really dig into the material.,By Adam T,"May 30, 2016",2,python
Too easy and full of straw (meaning thing not needed),By Javier V,"Dec 18, 2016",2,python
all this course justified one class at top.,By Meir R,"Dec 10, 2016",2,python
I think that this course was too basic.,By Rafal B,"Sep 08, 2016",2,python
Too expensive to be that simple.,By Ester N,"Aug 03, 2016",2,python
too easy for cs major.,By Ilhwan K,"Jun 20, 2016",2,python
The pace is two slow.,By Xinli W,"May 07, 2016",2,python
professional course,By Shemant S ,"Mar 10, 2016",2,python
"All of the review I've read were that the course was great, so maybe it is me that was the problem.  However, as I would go through the written material, I would try to work the problems given as examples, and when they did not work, I was confused and wondered why the example given to teach us would not work.  I asked for help a number of times, providing screen shots of the results I got trying to duplicate what the example was supposed to show, and page numbers of where the example was presented in the course materials.  One former student basically said that I should not be trying to duplicate the examples, but just accept the concept they were trying to show.  Another did a good job of explaining one of my questions, but then all replies to my question ceased.  I decide to drop out of the class and try teaching myself, as I have done on everything I have learned about computers since my 1st computer in 1983.  I have been very impressed with other courses given by Coursera members, but this one was not one of them.  All of the other submissions praise the course, so maybe it is just me, but none of the other submissions mentioned any actual things the course had done - just that it was great.",By John S S I,"Feb 03, 2016",3,python
"There is some good material but the presentation seems a bit uneven; some parts are repeated many times at very slow speed while other parts, equally important, barely rate a word. The quizzes can be very searching and you really need to have paid close attention to every word (however quickly or slowly it passed by).I would have liked more practical exercises. The accompanying book is good and I am still looking forward to the other courses in the sequence which move further away from my limited knowledge of Python.",By Paul J M,"Jan 13, 2016",3,python
"I like the sense of Humor of Dr. Charles. His teaches like someone of our age, like a friend, I appreciate that. The course will not be a burden on anyone. It's easy to follow along.The concepts taught are not taught in a structured way (although the way they are taught is good). My advice to the staff is that Structure all the similar things and explain them at one place. Some important and helpful things are left out.Overall, it's a good course for beginners.",By Jatin H,"Mar 24, 2016",3,python
"I wanted to get some basics of Python, but was rather disappointed by this course. It is incredibly slow, I really don't understand who might need a whole lecture to get the concept of functions or so. Probably, this course could work for children with low level of math and zero programming experience, but otherwise it is waste of your time. I added the third star just for the book which is good on its own.",By Anna,"Dec 05, 2016",3,python
"I'm sure this is a fantastic introduction for those with no prior programming experience, but as someone with even just a little bit of prior scripting experience, I found it extremely slow-paced. Rather than suffer through the lectures, I did DataCamp's Intro. to Python and then did all the quizzes & assignments for this class as extra practice.",By Jacob T K,"Mar 06, 2016",3,python
"The course was very good overall but I would have often preferred for the lectures to be more on point. Some of the lectures contain lengthy introduction and gags,  which I am sure many students like. Personally, though, I would have liked it better if the lectures were more focused on the material. ",By Steffen N,"Nov 08, 2016",3,python
Very slow paced. I appreciate that it is bringing me up to speed for the next courses but I found the learning pace to be a bit slow with very simple test assignments. The practical code implementation assignments were great. I found they were an effective way to learn,By Lindsay V,"Oct 03, 2016",3,python
"The course assignments weren't challenging enough for me and lectures were too slow for my liking. But, I do understand that the course is more suited for people without prior experience in programming, so I have nothing to complain about. Good beginner course! ",By Jensun R,"Jan 28, 2016",3,python
"A good course to understand the basics of Python, though there's no difference between the book chapters and the video lectures (lectures are basically readings of the chapters) - I expected more info in general.",By Guillaume L,"Jan 22, 2016",3,python
"Very long but easy videos, lots of repeating material. I would not recmmend this course for someone who - like me - needs fast intro to python. However, programming assignments are good and so are the Quizes.",By Kseniia K,"Oct 28, 2016",3,python
Sometimes the material was not explained sufficient enough to adequately complete the assignments. I had to use YouTube a couple times to get a better understanding of the material.,By Bryan H,"Dec 19, 2016",3,python
"A bit basic/slow to start with. Covers fundamentals very well, and the textbook is excellent.Some of the slides are hard to read - the white text on fluorescent green particularly!",By Adam G,"Dec 22, 2016",3,python
"It is wonderful for a beginner who knows nothing about programming. If you know programming of any other languages, you can spend a few hours and quickly finish this course. ",By Chen Z,"Feb 05, 2016",3,python
The course is not that much helpful for those who want to do work for coding. I mean the level of toughness of questions is not too good to compete any coding competition.,By Ankit K,"May 14, 2016",3,python
"I struggled with some of the instruction as I couldn't get the exercises/quizes to work right; even with multiple views of the videos, posting questions, etc.",By Janny v R J,"Apr 01, 2016",3,python
"I didn't like how there was no interaction with the other classmates or there was no easy way to comment, but I loved the way it was so interactive",By John C,"May 19, 2016",3,python
Good vibe but way too easy.... even for beginners! I am no beginner but I finished the whole thing in less than an hour.... Not much learned,By Alex B,"Sep 30, 2016",3,python
Actually I know a bit python and it seems that the course was not that meangingful to me but the teacher and assignment are really nice!!!,"By Liang,Jiajun","Nov 07, 2016",3,python
"If you can't program at all this is an excellent course, If you know how to program in any language this course is not for you.",By José C G L,"Mar 13, 2016",3,python
Appreciate the efforts done by the team to design the Course in such a way that even a Beginner can learn. Thank you for that!,By ISH G,"Jan 03, 2016",3,python
"The course is pretty basic however I think it’s necessary to
start with good base for the rest of the specialization courses. ",By christian v,"Mar 06, 2016",3,python
"Very thorough.  Walks you step by step, but a little too slow and detailed for someone with minimal coding background.",By Brett C,"Jan 19, 2016",3,python
"Good for real beginner of programming, if you already have experience with any other language, this might be too easy",By ChangIk C,"May 25, 2016",3,python
"Very basic introduction.  If you have any coding experience in other languages, this will be extremely simple.",By Maurice S,"Apr 05, 2016",3,python
Course and assignments were very easy. Could have been more challenging if assignments were little difficult.,By Shubham D,"Jun 29, 2016",3,python
"Very easy material, with a bit boring assignments. With not much more effort more material could be covered.",By Agnieszka D,"Aug 28, 2016",3,python
This course is way too simple and too slow. Probably good for someone who has never done programming before.,By Horacio G D,"Jun 27, 2016",3,python
I think it could have less videos teaching how to install Python and more about the language principles.,By José L,"Jan 28, 2016",3,python
good introduction for people who have never do anything with programming. It is really basic knowledge.  ,By Marc E,"Mar 11, 2016",3,python
"Easy to understant the basic concepts of python, including variables, loops, exception handler, etc.",By Nguyen T T N,"Dec 21, 2016",3,python
Good intro to programming.  Enjoyed the coursework; plan to continue so I can learn even more...,By AL H,"Apr 17, 2016",3,python
"Very well conducted for a beginner, but some lectures seems too long to convey a simple concept.",By Homayoun H,"Feb 09, 2016",3,python
"Es un curso que trabaja con una version vieja de python, deberian actualizarlo, va muy lento",By Iván A Á G,"May 15, 2016",3,python
"I liked it but I think it's a little too basic, even for me. Thanks you very much for this.",By Olivier N,"Jan 04, 2016",3,python
"Explanations is pretty well, but it is not so difficulty. So it's good for beginners.",By Niels,"Sep 18, 2016",3,python
This course is too basic....perhaps squeeze more material since it assumes you don't,By Ricardo E M,"Aug 08, 2016",3,python
This course is a better option to start with programming and that also with Python.,By Raman K R,"Oct 23, 2016",3,python
"Mediocre, not that helpful. Not the best. I was urged to skip all the vids in wk 2",By Lucy,"Apr 09, 2016",3,python
Needs more in-depth analysis of loops and type of arguments. Rest all is great.,By Tanmay B,"Dec 22, 2016",3,python
Parts of videos were distracting and dragged on for longer than necessary.,By Samantha S,"Oct 28, 2016",3,python
The resources weren't organized enough to be fully accessed with ease.,By Henry W,"May 17, 2016",3,python
Good introduction for people who have no prior programming background,By Heather H,"Aug 09, 2016",3,python
good course. Can be better in terms of information and assignments.,By Ankur S,"Sep 09, 2016",3,python
Videos tended to be a bit longer than necessary.  Might consider c,By John M,"Jan 24, 2016",3,python
It is very simple course. It is perfect for nonprogrammers.,By Alfiya Y,"Mar 13, 2016",3,python
Fair course. Explanations are good and materials are solid.,By Ryan B,"Feb 22, 2016",3,python
Great course Great Instructor!I really enjoyed the course. ,By Ammar M,"Nov 13, 2016",3,python
I had some issues to display some questions in quizzes,By Emmanuel C G,"Jun 28, 2016",3,python
"good content, but slow pace. tiny increments per week

",By JCBienfang,"Jul 19, 2016",3,python
Takes a long time to figure out the problem sets ,By David M T,"Nov 27, 2016",3,python
Could benefit from harder assignments or more,By Abish P,"Sep 30, 2016",3,python
excellent material.....very good teaching..,By Thacker N,"Mar 10, 2016",3,python
Course has mindblowing but it needs update,By MD M A,"Dec 06, 2016",3,python
It's easy to start python with this.,By wang s,"Feb 04, 2016",3,python
This course is comparatively easy,By Shuangyu L,"Oct 03, 2016",3,python
Exercise need to be more heavy,By nitant s c,"Jan 03, 2016",3,python
The exercises are confusing.,By Marcos V S,"Dec 16, 2016",3,python
讲得蛮基础的，比较细致，适合零基础的同学学习。,By Tianchi L,"Jun 19, 2016",3,python
Very basic stuff!!,By Shashank G,"May 29, 2016",3,python
Maybe too easy.,By 张文杰,"May 06, 2016",3,python
Too easy for me,By Xiaobo J,"Jan 26, 2016",3,python
too redundant,By Guo T,"Dec 18, 2016",3,python
Very basic,By Chris M,"Oct 24, 2016",3,python
Too easy.,By Meng T T,"May 23, 2016",3,python
Very good,By Keri B,"Mar 04, 2016",3,python
good,By Vineeth S R,"Sep 27, 2016",3,python
good,By shahulul f,"Apr 26, 2016",3,python
v,By Zahid K,"Jun 13, 2016",3,python
"An good introduction to Python geared towards people without programming experience.If you already have a good programming experience the only interesting thing of interest will be the syntax, but that's just a fraction of the video's time. You will probably start skipping forward on the basic ideas of how computers work and lessons will take just the time to listen to the videos and you probably will be able to finish a couple of lessons in one evening, instead of a week.I really appreciated the extra videos that give some background on the history behind programming.At the end of this course you will have a basic idea of how a computer works and how you can instruct it to do still very basic things.",By Roberto Z,"Jan 13, 2016",4,python
"Great introduction to Python (although, I knew it before, so I may have an advantage), I give it 4/5 stars only because it ignored Python 3, which is what most of the industry does anyhow, but it is still worth noticing.Plus, the way that many firms work, they just look for keywords, so putting both Python 2 an Python 3 on a resume would help.That being said, the course encourages doing derived courses to help others learn programming and gain mastery over ""dumb but fast"" computer systems, and I wholly support that attitude.So just for that, I would give it more than five stars out of the ""possible"" five, because programming allows one to expand what is possible, beyond past limits and systems.",By Keinall H C,"Mar 03, 2016",4,python
"The course itself is wonderful,very instructive, well organized, and easy to understand. My only ""complaint"" is that it is too simple. That being said, this course is the fundamental of the fundamental of python. Mastering this sole course is far below enough to wield python as a powerful data analyzing tool. Also, I think even though this is designed to be an intro course, for people like me who is a total rookie in the world of computer science, it should have mentioned, at least touched upon a little of what is algorithm, because there is no way we won't come across various algorithms in the future of learning computer science. I just think it'd be good to have a heads-up. ",By Jiang S,"Aug 08, 2016",4,python
"A great (and gentle) introduction or review of fundamental concepts in Python programming and basic computer science. The lectures are clear and the assignments are relevant/well-designed. This course series is second only to MITx 6.00.1x over at edX, which is considerably more challenging, time-consuming, and somewhat better executed. The code grader for the MIT course test a wide array of cases to ensure that the student has minimal leeway in terms of shortcuts while one could easily fool the auto-grader in this course.  The assignments also lack depth and challenge compared to the MIT assignments.Overall, the course is well organized and a great option for beginners.",By Zheng Z,"Mar 13, 2016",4,python
"This course, as its name suggests is for anyone including people who have no previous background in programming. One can skip parts based on her experience. Having some experience in programming, I still found it useful. It gives the basics of the language, syntax, what happens when we interact with a computer etc. The instructor was well prepared not only in terms of content but also it is obvious he cares about things like teaching at scale. I also liked he gave credit to everyone who helped him to prepare for the course. I suggest this to anyone who wants to learn python, based on ones experience and dedication, completing all the content can take down to 1-2 days.",By cicek g,"Mar 09, 2016",4,python
"Nice and well structured class. I liked it to learn the basic Python syntax (loops, functions etc.), before you get to data structures in the second class. At first, that was counter-intuitive to me, since in other courses on different programming languages, it was the other way around, but it worked quite nicely. The only weakness of the class: In the assignments where you have to enter your code to get a specific output, just getting the output was not enough. A more or less concrete code was required. It was sometimes a bit frustrating to figure out what went wrong. But anyhow: A good course for anyone with little programming experience and a wish to learn Python!  ",By Robin S,"Sep 22, 2016",4,python
"This course is very good for the beginner and intermediate person that wants to learn or refresh their skills in programming.  i first learned programmer in college (17 years ago) using FORTRAN.  I had to learn it in semester; this course provides an interesting format and instruction (Dr. Chuck is a good teacher).  This first course gives you a little back ground and it gets you started with the process of programming.  I would have given the course a 5 star, but i found the book a challenge to follow for a beginner.  I fumbled my way through it. only because of my past experience with FORTRAN programming. ",By David C,"Feb 13, 2016",4,python
"a very very nice course made by a funny and good teacher, the course will help you step by step  on learning the basics of python by showing you explanations followed by a quiz (not really hard but very useful for the purpouse of helping the user to remember the lessons) and then by a proper exercise, the only thing i would add it would be a specific lesson on punctuation and syntax of the python lenguage becouse a couple of time i've been struggling with exercises and the problem were indentations and some punctuation.  Thank you a lot mr. Chuck, coursera and the community! ",By Gianluca G,"Jun 26, 2016",4,python
Overall the course was fantastic. Teaching was spot on and the methods was brilliant. I only have one issue with this course and that's how it uses an auto grader. In my opinion they aren't that great because it only checks for valid input/outputs and not that you understand what it is you're doing. Other courses I've done expect work to be submitted and peer assessed so you can see how other people reach their answers and learn more from that experience.That said though anyone looking to get into computing I would recommend doing this course.,By Andrew O,"Feb 17, 2016",4,python
"Bastante completo como curso introductorio, sin embargo no esta actualizado. Utiliza python 2.x, cuando las versiones mas recientes son las de la 3.x. La sintaxis de python 3 es bastante distinta a la de python 2 en algunos aspectos, especialmente la funcion print que tanto es usada en este curso introductorio. Si se toma este curso debe complementarse con algo que permita trasladar los conocimientos adquiridos a python 3",By Gustavo Z,"Feb 11, 2016",4,python
"The course is very useful as a good overview to programming with Python and a quick look at some of the basic functions. Is a good introduction for the later Python courses in the series. The first few lectures are a very general introduction to programming as a concept rather than Python specifically so can be skimmed over if you're not completely new to the concept. Overall, a good introduction to the topic.",By Rahul B,"May 28, 2016",4,python
"Good basic introduction to Python. The course should be easy to understand and follow even if you are not a programmer. To top it all Chuck is an amazing teacher full or energy, enthusiasm and knowledge. His love for Python is seen in each and every chapter. I am glad that I took this course on Coursera. Will definitely recommend this to others. Would love to take the advanced part of the course soon.",By Bipin S,"Mar 14, 2016",4,python
"Despite being slow and the tutor being a tad too gregarious (though I like it), the course really sets a fine foundation for late entrants to coding world. The examples used are often simple or even silly (they do come with that disclaimer) but they make a point to encourage you to try harder stuff on your own. I suggest you try out your own little codes before attempting the session end assignments. ",By Ranganath E,"Jan 18, 2016",4,python
"There should have been more exercises on loops, especially definite ones. We had a couple of exercises on infinite loops but none on definite. Also, there should be a way to practice the code along with Chuck as he gives examples using a short & quick code for more practice. Something like a smaller version of the code tool could be right there along side the video. That would help. Thanks.",By Monal S,"Oct 25, 2016",4,python
"This is an excellent course for a complete newcomer to programming and the professor has taken great care to address the newcomers. However, I would advise anybody with any programming experience to not take the course. If you have a non python programming background and are learning python, then you can quickly learn some syntax, do all the assignments and clear the course.",By Pavan S,"Jun 12, 2016",4,python
"Quite good, sometimes the lecture slides spent a little too much time on explaining a basic concept. For example, it probably isn't necessary to repeatedly explain a loop iterating 5 times until the end of the loop. But otherwise the course cleared up a few things that I was having a hard time wrapping my head around with a different crash course I took in another class.",By Tyler P,"Jun 25, 2016",4,python
"Goes over the fundamental basics of programming quite well.One area for improvement would be more exercises and assignments. Students at this stage in beginning programming could always use more smaller exercises to solidify knowledge. Although it would seem pointless to experienced programmers coming from other languages, I think it would benefit beginners.",By Yuzhou L,"Aug 05, 2016",4,python
This course was amazing!!I previously had taken Python course from other university from an other website.It was very difficult and lost interest since it was first time I was dealing with python and the difficulty level was too much for a fresher to Python. But this was easy yet interesting as well :) and I am very happyThank you Charles Sir !!! :),By Aishwarya N,"Aug 07, 2016",4,python
"The course is a very good one for beginners in both programming and Python.The teacher is engaging and easily understood, and the material is good.The course could do with a more systematized ""homework"" system in addition to the quizzes and assessments, but a well-organized student has all the elements to do additional work by himself if needed.",By Akian D,"Apr 18, 2016",4,python
"I liked the course. It really is a true beginners' class. I think the instructor taught well with good examples illustrating each point. I deducted a point because the exercises were too easy and there weren't enough of them. I understand that it's not easy to come up with a good grading system, but the grading system definitely could be better. ",By Claire P T,"Jan 04, 2016",4,python
"I really enjoyed this course and felt like I actually learned the material.  The only reason I didn't give this course 5 stars, is that due to the issue of giving away the answers to quiz questions, there were a couple of quiz questions that I couldn't understand and unfortunately still don't.  I think this is an area that could be improved.",By Ciara M,"Jan 22, 2016",4,python
"Dr. Severance put in lot of efforts to make python easy for all the learners.This Course is about the basics of python. If you are a beginner, you will learn a lot of concepts very easily. For people who have a bit of programming knowledge in other languages, this will help in learning the syntax.Overall a good course to go through.",By Sandeep R G,"May 19, 2016",4,python
"This course is great and really suitable for the students who never do the code related things. However, if you are a student who have learned C/java or other software, it maybe too basic for you. By the way, I really like professor Chuck, he vividly illustrate the definition of the computer with humor. I enjoy this course.",By HU Y,"Nov 20, 2016",4,python
"I really liked this course but I think it was too soft, I mean, I think we spent a lot of time talking about of algorithmia like loops and so on, and these concepts are universal to all programming languages. Instead of it, we could spend more time, talking about python syntax. Nonetheless I enjoied learn python with you. ",By Susana R P D,"Feb 03, 2016",4,python
"Generally a very good course. Some of the very simple things seemed to be explained in far more detail than necessary, but then other more difficult area, were breezed through rapidly. Although of course it is always possible to track back through the videos or pause them until you've got your head round it.",By Thomas B P,"Jun 05, 2016",4,python
"I dunno, is it acceptable from my side ot not, but everything was very easy. It's basics of the basics. I'd like to put 5 stars, because mr. Severence is a nice teacher, but there is some mismamtches is videos and assignments, that looks like carelessness. And, again, very easy material. Will go further.",By Alexander A,"Dec 22, 2016",4,python
This is my first experience with an online training program. I found that the way the course to be very well structures and well documented to allow for learning and assimilatopn of the subject. Dr Charles make this stimulating and motivating to go deeper and make the whole thing fun and productive.,By Simon T,"Jan 31, 2016",4,python
"You won't snooze, this I can promise. Professor Charles does everything one possibly can to make the lectures interesting and still manages who get across all the important stuff. It was a great learning experience for me. It's especially good if you don't have a lot of time to learn this language.  
",By Dinika S,"Jun 22, 2016",4,python
"Very good course, perfect for beginners. I had some previous knowledge so found it a little slow, but just powered on with the python informatics, which has a better pace than the course. I'll probably rely more on the course videos going forward though as I venture deeper in to the language.",By Lucas P,"Mar 23, 2016",4,python
"A very good course for beginners, especially those who have not programmed anything before.If you have prior experience in programming and not aiming for the Specialization, you can just skip ahead ;)Just one note: if you're really enthusiastic, all the content here won't be enough for you!",By Chawanat N,"Apr 21, 2016",4,python
"Overall a good course. It woud be great if there were optional ""assignments"" (or just extra assignments) that provide more practice coding. True, we can do this on our own, but it is useful to be guided through assignments toward developing smart code that provides the desired result.",By Steven C,"Oct 18, 2016",4,python
"Professor is clear, interesting and enjoyable to listen to. Learned a lot, the class can definitely be completed within a week but he is concise. Star taken off due to lack of serious challenge but I would definitely recommend this to someone learning programming for the first time!!",By Nabeel H,"Sep 29, 2016",4,python
"I recommend this class especially for beginners. If you are good with coding in other languages and want to learn Python you can skip to chapter 3 or 4. If you are new to computers and how programming works, I definitely recommend watching all the courses. (My experiences based)",By Batuhan F D,"May 12, 2016",4,python
"While the videos are optional the virtual office hours are unnecessary.  If the instructor were to film some of the q&a at these sessions they would be a nice addition, but as is  we watch a few minutes of people introducing themselves in a foreign country.Overall nice course.",By Tim S,"Jan 12, 2016",4,python
"I feel there could have been more assignments (and perhaps ones that start from scratch).  I personally felt having more [forced] practice would be good.  As we only wrote code to apply each concept maybe once, and even these applications  were already half worked out for us.",By Daniel H,"Jan 05, 2016",4,python
"Though I had moderate knowledge of coding before hand (arduino, a bit of C++, a bit of JS) this course slid me into the world of Python, and clarified some things I had not known before. Great course, I would recommend to anyone looking to learn Python or coding in general. ",By Nosson C,"Dec 04, 2016",4,python
"python for everybody is literally for everybody! i loved the way prof. severance conducted this class with humor and enthusiasm.though a background in c helped me grasp python quickly,i would recommend people to consider taking this course if they wish to learn python.",By lloyd f,"Jan 07, 2016",4,python
"Very great idea! This is the era of internet and communication and in this way I believe that you are making a great contribution to the educational equality. As it is for this specific computer language (python) as it is a free source program.Thanks, Amir Reza Fahami ",By Amir R F,"Oct 20, 2016",4,python
"The course is well structured and has good information and worthwhile assignments. However, it is really geared toward people who have little to no programming experience, not to people who know other languages but have little to no programming experience in Python. ",By Deron S,"Nov 16, 2016",4,python
I think sometimes it got very confusing some of the examples being the exact same from chapter to chapter.  It was nice having a ground for it but i started to question why would you use this method instead of the one we used before for hours and rate specifically. ,By Jillian F,"May 19, 2016",4,python
"It started very very slow, I guess that's good for really really beginners. I've never programmed before, but I am a excel heavy user so the first logics are kind of the same. The last 2 weeks were pretty interesting and I can't wait to start next course!",By Patricia B B,"Oct 31, 2016",4,python
"Great course to begin your python journey. Assessments were relatively tougher than what instructor teaches, but you're provided with a lot of online self study material. So its a trade-off between the speed of the course and challenging assessments. ",By Pranjal H,"Nov 28, 2016",4,python
"Es un buen curso para gente que no haya programado nunca y que sepa ""algo"" de inglés. Se sigue muy bien y se hace muy llevadero. El único problema que le veo es que es muy muy básico, además hay demasiado contenido superfluo aunque interesante.",By Iago L D,"Jan 25, 2016",4,python
"I recommend this course to those who totally do not have any experience in programming. Otherwise, it is too simply to follow the lecture step by step. All the programming language are quite similar at the first beginning, like matlab or C++.",By Yangjing Z,"Mar 03, 2016",4,python
"professor chuck is very humorous and basically, this course is extremely good for those who haven't learn any programming languages. It is sometimes seen to me that it is a little bit easy. However, the overall is quite perfect!! I love it !",By Yangsijia,"Nov 19, 2016",4,python
"A good course for people with zero programming knowledge, but a little bit slow, a little bit ""baby sitting"" for people with some programming experience.Three star for the course. One more star for access to all the quiz without need to pay!",By Ping Z,"Nov 19, 2016",4,python
It was a good class for someone without any programming experience. The lectures really helped me to start  understanding python language (and programming basic logic in general). However the course load is light and the pace is quite slow.,By Ummi C,"Aug 17, 2016",4,python
"I've made solo attempts to learn programming before, so this was all material I had covered (though in a different language.) It was very useful to refresh and solidify the concepts in preparation for the other four classes in the series.",By JR,"Dec 14, 2016",4,python
"Good beginner course.  Professor is cool and makes it easy to get started with python.  Looking forward to taking the next courses in this series.  If you already know the basics of python/programming, you will be bored in this course.",By Basel O,"Nov 14, 2016",4,python
