Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
103,Course_103,Programming,25,121,93.548874,LinkedIn Learning,131.14583,3.3073332
105,Course_105,Data Science,47,690,71.47595,edX,44.225525,4.6820545
106,Course_106,Finance,44,3237,86.85519,edX,142.89246,3.7869842
107,Course_107,Programming,77,1574,95.64107,LinkedIn Learning,93.71306,4.9103827
108,Course_108,Design,48,4524,82.22701,Udemy,179.23807,4.433494
109,Course_109,Technology,66,3572,91.828415,LinkedIn Learning,56.715588,4.4134426
110,Course_110,Programming,54,1295,75.676834,LinkedIn Learning,25.858171,4.364716
111,Course_111,Data Science,42,2073,82.344864,LinkedIn Learning,100.91473,3.706579
113,Course_113,Marketing,40,4146,52.7383,edX,147.93883,3.553851
117,Course_117,Technology,98,185,98.499504,LinkedIn Learning,77.51621,4.795083
118,Course_118,Programming,95,2338,63.2188,LinkedIn Learning,166.50381,4.979052
119,Course_119,Technology,51,682,64.60131,Udemy,50.064857,3.0155885
121,Course_121,Business,76,3164,77.40003,edX,68.72903,4.8963337
122,Course_122,Office Tools,23,2587,73.880196,Udemy,146.53806,4.0619016
124,Course_124,Business,93,2492,98.76582,edX,187.27063,4.741614
127,Course_127,Programming,34,4720,77.59493,Udemy,58.205994,4.436427
128,Course_128,Programming,28,3699,77.48329,Udemy,189.97786,4.57765
130,Course_130,Office Tools,24,4708,65.73976,Udemy,111.64111,4.7563214
131,Course_131,Business,29,932,55.1438,edX,68.91112,4.6026382
132,Course_132,Marketing,63,1184,60.994774,edX,155.88249,4.237761
133,Course_133,Design,17,4875,94.33036,edX,33.990948,4.126644
135,Course_135,Marketing,21,2963,61.71315,LinkedIn Learning,184.02997,4.426685
136,Course_136,Technology,98,2718,81.03872,LinkedIn Learning,39.88861,3.5197139
138,Course_138,AI,13,118,66.568665,LinkedIn Learning,17.382723,3.499244
139,Course_139,Business,83,497,64.696434,LinkedIn Learning,151.8383,4.372447
140,Course_140,AI,54,3873,67.563354,Udemy,48.89952,4.1810017
141,Course_141,Design,94,3599,97.283394,Udemy,78.281456,4.4191246
142,Course_142,Office Tools,94,2987,71.09394,Udemy,69.590675,4.678863
143,Course_143,Design,58,555,69.66119,LinkedIn Learning,158.72629,3.3060305
144,Course_144,Finance,42,4539,51.600098,LinkedIn Learning,27.475584,3.3062093
145,Course_145,Programming,19,4832,58.107983,edX,32.968765,4.677687
146,Course_146,Design,27,3361,88.616806,edX,192.84431,4.288321
147,Course_147,Finance,81,3612,85.95049,Udemy,115.26903,4.9053097
148,Course_148,Finance,37,734,95.34777,Udemy,126.29477,4.7781425
149,Course_149,Finance,68,3540,58.594696,edX,190.31438,4.239789
150,Course_150,Technology,76,2521,63.900524,Udemy,135.58325,3.4290915
151,Course_151,Business,79,226,71.3751,edX,113.69937,4.4810843
152,Course_152,Programming,42,4090,52.65005,LinkedIn Learning,86.096756,4.8431654
153,Course_153,AI,51,231,88.07825,Udemy,102.181,3.4499335
154,Course_154,Design,83,1418,82.52159,edX,139.15358,4.8511195
156,Course_156,Technology,48,3695,88.88699,LinkedIn Learning,140.53783,3.1456158
157,Course_157,Finance,25,4082,82.33927,LinkedIn Learning,124.65376,3.0436509
158,Course_158,Technology,92,909,77.603004,Udemy,167.6381,3.3184457
160,Course_160,Office Tools,33,4786,77.999016,LinkedIn Learning,52.37734,3.4855824
161,Course_161,Marketing,64,1077,68.9215,Udemy,170.19058,4.644957
162,Course_162,Marketing,97,959,84.90286,Udemy,14.370826,3.9602904
163,Course_163,Marketing,58,2621,55.568424,LinkedIn Learning,95.13333,3.5388079
164,Course_164,Office Tools,99,2774,73.66447,edX,115.44221,4.746572
166,Course_166,Data Science,18,1315,68.140144,edX,104.614624,4.9616895
167,Course_167,Finance,79,340,99.261314,edX,174.28351,4.63532
168,Course_168,Data Science,32,3920,98.447105,edX,84.49512,3.2974153
170,Course_170,Technology,70,4337,80.49868,LinkedIn Learning,86.02561,3.5678525
172,Course_172,Marketing,38,2276,88.59503,Udemy,113.12336,4.914966
173,Course_173,Finance,34,1936,54.529488,LinkedIn Learning,33.463627,3.611759
174,Course_174,Technology,75,1851,85.83846,edX,157.4358,3.3789513
176,Course_176,Programming,92,1407,65.39749,edX,135.00989,4.695212
178,Course_178,Office Tools,29,342,63.092182,Udemy,149.49525,3.992534
179,Course_179,Office Tools,36,2475,60.15397,edX,110.614105,3.431631
180,Course_180,Finance,36,386,64.405914,LinkedIn Learning,139.97455,4.921322
181,Course_181,AI,13,319,85.63609,Udemy,123.1054,3.2009122
182,Course_182,AI,84,190,75.79308,edX,117.70873,3.207067
183,Course_183,Technology,97,1316,68.8445,edX,27.981659,4.4409695
184,Course_184,Programming,90,1042,91.551834,Udemy,106.18509,3.659445
185,Course_185,Design,80,4442,72.48188,edX,183.50493,3.4221795
188,Course_188,Finance,94,2555,61.78835,edX,136.45784,3.2671192
190,Course_190,Finance,65,1670,83.6103,LinkedIn Learning,130.91266,4.7540917
191,Course_191,Business,40,1002,55.081417,LinkedIn Learning,68.842125,4.8660393
192,Course_192,Data Science,51,3402,66.58025,Udemy,114.567604,4.8987236
193,Course_193,Data Science,77,4980,92.6165,Udemy,179.47263,3.3131096
194,Course_194,Business,71,1024,89.0197,LinkedIn Learning,92.4404,4.8982153
195,Course_195,Data Science,85,4724,58.83548,edX,198.1683,3.8657758
196,Course_196,Programming,90,4369,64.25586,Udemy,89.23272,4.6279044
197,Course_197,Technology,98,3198,83.52886,LinkedIn Learning,196.571,4.542302
198,Course_198,AI,63,1049,65.46466,edX,82.46449,3.684117
199,Course_199,Data Science,61,875,85.2135,edX,140.21838,4.656913
200,Course_200,Technology,33,1737,79.19329,Udemy,136.49162,4.459942
201,Course_201,Business,43,1825,91.87596,Udemy,37.909184,4.102737
203,Course_203,Technology,39,2539,97.62542,Udemy,125.41978,4.1583033
204,Course_204,Finance,85,2532,68.56176,LinkedIn Learning,47.956467,3.1458538
205,Course_205,Design,12,4873,65.6493,Udemy,48.596172,4.3141
206,Course_206,Finance,72,338,97.58015,edX,74.54743,3.087963
207,Course_207,Programming,83,3962,94.91415,edX,127.232346,3.5802062
208,Course_208,Finance,49,3337,59.64832,edX,35.63605,4.312663
209,Course_209,Marketing,15,2101,96.61625,Udemy,133.57086,4.2727222
210,Course_210,Office Tools,40,3193,89.90363,LinkedIn Learning,122.055145,3.7159681
211,Course_211,Finance,35,1419,92.995804,Udemy,30.00247,3.496648
213,Course_213,AI,60,2851,73.974915,LinkedIn Learning,190.07425,4.1937537
214,Course_214,Design,27,2938,89.878685,LinkedIn Learning,175.0108,3.7619944
215,Course_215,Data Science,45,2775,97.544235,edX,162.10715,4.1591697
216,Course_216,Design,90,2143,94.314095,edX,196.35072,4.1008716
217,Course_217,Finance,88,597,68.13469,edX,148.39047,3.3207707
218,Course_218,Marketing,35,1180,74.70218,LinkedIn Learning,63.47284,4.113847
219,Course_219,Office Tools,43,4685,67.70503,LinkedIn Learning,116.94988,3.8298523
220,Course_220,Programming,80,2334,89.45083,edX,19.915764,4.4864616
222,Course_222,Design,60,1758,85.763054,edX,68.144905,4.201294
223,Course_223,Design,49,1047,87.76866,Udemy,109.545746,3.0465178
225,Course_225,Technology,62,2956,58.49451,edX,116.75322,3.154748
227,Course_227,Finance,69,3648,81.44352,Udemy,50.270786,4.7124233
228,Course_228,Marketing,49,1993,92.52685,Udemy,188.75848,4.1654396
230,Course_230,Finance,35,929,73.26744,Udemy,141.78995,4.789328
231,Course_231,Business,10,1574,57.152107,LinkedIn Learning,24.397379,3.0280771
233,Course_233,Technology,67,457,65.75171,LinkedIn Learning,28.174969,3.1669865
235,Course_235,Finance,87,420,73.87314,edX,68.019264,3.7511513
237,Course_237,Design,20,1279,84.773994,edX,86.84751,4.452797
238,Course_238,Technology,100,2781,90.19463,Udemy,127.38607,3.6716049
239,Course_239,Programming,98,1321,97.76619,edX,167.11948,3.2860093
240,Course_240,Programming,83,1159,67.817276,edX,18.907145,3.8391085
241,Course_241,Business,29,2739,60.648815,Udemy,193.34549,3.8073504
242,Course_242,Programming,91,2243,95.826385,Udemy,114.638214,4.585452
243,Course_243,Programming,37,302,56.02604,edX,196.8891,4.295987
244,Course_244,Technology,59,2748,92.51979,Udemy,77.8697,4.0228534
246,Course_246,Technology,36,2713,60.34098,edX,101.19252,3.344204
247,Course_247,Design,61,1375,84.51408,edX,73.39742,3.2387128
249,Course_249,Data Science,21,2758,92.70474,LinkedIn Learning,59.451683,3.6808038
250,Course_250,Data Science,41,4862,55.09191,Udemy,157.69168,3.0621543
251,Course_251,Marketing,68,1427,95.819305,edX,101.47504,3.9084795
253,Course_253,Business,48,3335,74.78014,Udemy,38.033867,3.242447
256,Course_256,Programming,77,3044,50.182343,Udemy,112.37527,3.9711475
258,Course_258,Design,62,1326,96.13912,edX,62.782368,3.1035767
259,Course_259,Programming,21,388,50.743534,edX,83.140816,3.335586
260,Course_260,Finance,42,4054,70.088615,Udemy,119.74512,3.7270083
261,Course_261,Office Tools,83,2660,57.66141,LinkedIn Learning,85.61937,3.8137078
263,Course_263,Office Tools,79,3294,69.10298,Udemy,189.14903,3.746247
264,Course_264,Data Science,35,3410,86.31408,edX,183.93948,3.8797536
265,Course_265,Technology,83,4696,73.69171,Udemy,150.64078,3.0084994
267,Course_267,Design,100,2943,62.638058,Udemy,165.54697,4.321755
271,Course_271,Technology,21,4298,58.35966,Udemy,176.29895,4.9370756
272,Course_272,Office Tools,93,1165,58.09551,LinkedIn Learning,199.19798,4.8326244
273,Course_273,Data Science,94,1884,92.70007,edX,19.577831,4.907786
275,Course_275,Programming,67,2739,66.03245,Udemy,121.133736,3.2137966
276,Course_276,Office Tools,53,4828,58.6418,edX,124.6126,4.073957
277,Course_277,Design,37,2506,77.51169,Udemy,146.3961,3.3033113
278,Course_278,Design,91,4995,70.36823,edX,74.769356,3.0246212
280,Course_280,Technology,29,2559,63.784218,edX,171.46002,3.8156605
281,Course_281,AI,45,3541,61.410866,Udemy,189.39131,3.8735814
282,Course_282,Data Science,49,197,61.99405,Udemy,158.5295,3.0806808
283,Course_283,Business,97,792,73.58154,Udemy,189.91592,3.3400724
286,Course_286,Data Science,98,3497,53.80733,Udemy,194.00037,3.4165285
287,Course_287,Finance,93,2716,99.53631,edX,195.9062,4.929476
288,Course_288,Programming,98,396,83.493805,edX,103.70568,3.1794126
290,Course_290,Marketing,31,2406,79.958435,edX,168.80264,4.7149177
291,Course_291,Data Science,28,384,62.364647,Udemy,28.157698,4.0760717
292,Course_292,Technology,66,3555,93.10239,edX,16.5142,3.3311327
294,Course_294,Data Science,14,1922,85.99008,edX,71.73504,3.8233333
295,Course_295,Data Science,21,4695,84.31254,Udemy,180.1992,4.0499
296,Course_296,Marketing,55,4619,67.918594,LinkedIn Learning,190.37964,3.7940896
297,Course_297,AI,85,3552,71.770256,LinkedIn Learning,83.35761,4.030892
298,Course_298,Data Science,29,504,72.7806,edX,112.0881,3.1108315
300,Course_300,Programming,10,264,65.691444,LinkedIn Learning,79.56748,4.609534
301,Course_301,Marketing,59,1845,82.26132,edX,90.0974,3.2347865
303,Course_303,Technology,90,1203,77.30373,Udemy,163.40036,4.1238365
305,Course_305,Office Tools,36,1950,75.75294,LinkedIn Learning,49.165264,4.80205
306,Course_306,Design,44,4089,87.53269,LinkedIn Learning,123.94812,4.427608
307,Course_307,Marketing,85,607,76.54028,LinkedIn Learning,125.58922,4.0927944
309,Course_309,Business,84,4181,56.530285,edX,157.8047,4.0755568
310,Course_310,Technology,15,828,57.32931,Udemy,182.65736,3.1282287
311,Course_311,Marketing,44,2507,91.38732,LinkedIn Learning,88.797226,3.7610383
313,Course_313,Programming,99,3426,52.34625,Udemy,152.02725,3.293977
314,Course_314,Business,16,3167,86.331314,edX,176.59758,3.7543535
315,Course_315,Business,53,2770,85.656784,LinkedIn Learning,38.08038,4.4881654
316,Course_316,Technology,46,3582,60.484608,Udemy,117.209,4.604358
317,Course_317,AI,18,2750,97.19837,LinkedIn Learning,152.01968,3.727899
318,Course_318,Technology,89,3600,96.26501,LinkedIn Learning,128.05289,4.7412186
319,Course_319,Data Science,17,3248,94.518105,Udemy,92.77214,4.918994
321,Course_321,Business,53,4100,87.12681,edX,52.441242,4.8303156
322,Course_322,Business,12,4264,67.20363,Udemy,89.96083,4.2943993
324,Course_324,Data Science,68,4401,58.748207,edX,122.83342,3.468964
325,Course_325,Finance,100,3861,54.45315,Udemy,55.056786,4.7849636
326,Course_326,AI,21,4080,89.065544,Udemy,115.9107,4.271718
327,Course_327,AI,57,307,68.875694,edX,170.88913,4.179705
328,Course_328,Marketing,33,4238,54.130302,LinkedIn Learning,42.20268,3.2780132
331,Course_331,Office Tools,65,1605,87.87443,LinkedIn Learning,121.01253,3.3891857
332,Course_332,Data Science,27,4341,78.32848,edX,127.23597,3.7490501
334,Course_334,Business,41,4461,75.95843,Udemy,47.85571,3.0759616
335,Course_335,Technology,25,522,58.61725,Udemy,48.945946,3.3610673
336,Course_336,Business,98,1331,92.01146,LinkedIn Learning,150.6032,4.461084
337,Course_337,Business,87,1559,59.207832,LinkedIn Learning,163.66608,3.1267364
338,Course_338,Marketing,25,882,78.96896,Udemy,96.66395,4.5004325
339,Course_339,Technology,48,2523,89.800735,LinkedIn Learning,139.06494,4.7525067
340,Course_340,AI,36,2454,99.9943,Udemy,152.66978,3.9897323
341,Course_341,Marketing,51,4276,52.232376,LinkedIn Learning,129.41745,3.3996027
342,Course_342,Office Tools,15,4092,56.042873,edX,12.874616,3.1914084
343,Course_343,Finance,70,891,79.90537,edX,126.84548,3.1942658
345,Course_345,Finance,83,813,52.225864,LinkedIn Learning,14.455013,3.7256901
349,Course_349,Design,71,406,79.92746,edX,165.04037,4.111411
351,Course_351,Technology,78,4072,67.64879,LinkedIn Learning,102.202835,4.6615596
353,Course_353,Data Science,81,4331,76.58671,Udemy,182.79137,4.954878
354,Course_354,Programming,40,3781,87.05603,Udemy,137.98726,3.9972138
355,Course_355,Finance,10,4653,84.6026,edX,30.920876,3.5681543
356,Course_356,Finance,60,1510,71.379135,LinkedIn Learning,39.21039,3.7714138
358,Course_358,Technology,85,2591,74.71599,LinkedIn Learning,129.72159,3.5247855
359,Course_359,AI,68,1531,88.35704,Udemy,173.24693,3.055922
360,Course_360,Design,10,654,53.84906,edX,68.98398,3.3322237
361,Course_361,Data Science,32,134,85.016685,LinkedIn Learning,98.28903,4.3099422
362,Course_362,Office Tools,12,1692,68.30825,Udemy,142.01326,4.8526716
363,Course_363,Office Tools,99,655,65.247635,edX,43.8851,3.31008
365,Course_365,Business,96,1597,89.24289,edX,171.80635,3.7288818
366,Course_366,Office Tools,53,3862,59.95447,LinkedIn Learning,71.4438,3.2858882
367,Course_367,Business,71,3847,53.0827,LinkedIn Learning,67.646965,4.5547366
368,Course_368,Finance,69,2952,83.29617,Udemy,16.763086,3.4181817
369,Course_369,Business,55,1374,82.279495,LinkedIn Learning,158.06187,3.9292762
370,Course_370,AI,42,1878,51.2049,Udemy,94.16927,3.7968318
371,Course_371,AI,67,403,87.43793,Udemy,25.747581,4.4967337
373,Course_373,Technology,47,1562,79.79332,LinkedIn Learning,32.09942,4.7950425
374,Course_374,Marketing,60,2350,77.215225,edX,112.175835,3.9540374
375,Course_375,Finance,32,1291,77.39831,edX,39.590405,3.4898517
376,Course_376,Design,80,436,83.218285,edX,71.484184,3.7792513
377,Course_377,Business,80,2608,70.04523,LinkedIn Learning,148.50516,3.6791246
378,Course_378,Data Science,69,2904,82.31171,Udemy,120.68859,3.1210148
381,Course_381,AI,82,3628,90.869255,LinkedIn Learning,79.48585,4.4049544
382,Course_382,Finance,41,1615,73.32087,LinkedIn Learning,42.682007,3.915875
383,Course_383,Programming,18,731,79.426346,edX,42.837254,4.6384883
385,Course_385,Design,77,406,89.12994,edX,128.52814,3.0581338
386,Course_386,Technology,15,1973,53.628403,edX,22.781227,3.3317382
388,Course_388,Data Science,26,3634,63.28904,edX,184.21408,3.2008414
389,Course_389,Programming,79,645,87.96909,LinkedIn Learning,81.15217,3.2542832
390,Course_390,AI,27,248,61.41336,edX,91.53345,3.0803804
392,Course_392,Business,21,4648,51.361015,edX,180.79314,4.766503
393,Course_393,Business,97,899,54.538155,edX,112.016914,4.875968
394,Course_394,AI,62,137,79.058624,Udemy,132.2839,4.166035
395,Course_395,AI,29,2062,80.560135,LinkedIn Learning,196.53545,3.011365
396,Course_396,Finance,54,4999,90.315056,LinkedIn Learning,98.9914,3.0787165
397,Course_397,Technology,14,3960,85.8838,LinkedIn Learning,63.23525,4.607856
398,Course_398,Office Tools,19,2344,97.71304,LinkedIn Learning,51.410686,4.970377
400,Course_400,Design,58,208,92.72813,edX,142.75491,3.1424403
401,Course_401,Business,19,4157,53.277805,Udemy,86.14088,4.1364117
402,Course_402,AI,34,1704,90.18797,Udemy,18.581638,3.1938653
403,Course_403,Finance,76,701,88.841156,Udemy,23.55226,4.353292
404,Course_404,Technology,46,290,80.176476,Udemy,38.06595,3.461125
405,Course_405,Design,31,1596,98.64542,edX,137.72444,3.3017278
407,Course_407,AI,24,313,55.23388,Udemy,105.81065,4.8913136
408,Course_408,Office Tools,72,4927,57.63745,LinkedIn Learning,139.87166,3.0003378
409,Course_409,AI,38,1033,53.726456,Udemy,111.33017,4.4577746
410,Course_410,Technology,99,1849,89.22468,Udemy,132.92296,3.4023697
412,Course_412,Office Tools,40,3217,50.33785,edX,153.97664,4.1254463
414,Course_414,Marketing,19,2408,56.48778,edX,167.24547,3.4795928
415,Course_415,Programming,45,3397,96.42799,Udemy,94.91929,4.104426
416,Course_416,AI,51,4614,54.420677,Udemy,189.8088,4.12877
418,Course_418,Finance,74,459,97.918915,edX,93.57856,3.2328477
419,Course_419,AI,61,414,63.879753,edX,92.71552,4.954611
420,Course_420,Business,30,4393,62.09197,Udemy,163.30913,4.4155707
421,Course_421,Design,25,1514,94.30697,edX,46.14164,4.0897875
422,Course_422,Data Science,45,3794,86.23744,LinkedIn Learning,79.52952,3.8780372
423,Course_423,Business,46,3553,73.919205,LinkedIn Learning,21.034964,3.7263982
424,Course_424,Office Tools,48,641,59.437992,edX,57.528233,3.091274
425,Course_425,Design,47,2000,62.131233,LinkedIn Learning,82.99395,3.749195
426,Course_426,Office Tools,32,4934,57.713924,LinkedIn Learning,29.611107,4.5449834
427,Course_427,Finance,83,2230,54.47887,edX,40.13836,4.678394
430,Course_430,Technology,19,3333,69.70526,Udemy,57.635838,3.5515463
431,Course_431,Marketing,47,1544,87.82089,LinkedIn Learning,133.3203,3.1417966
432,Course_432,Office Tools,82,1763,86.68396,Udemy,13.197827,3.543555
433,Course_433,Finance,15,4085,53.318027,Udemy,180.81416,4.962791
434,Course_434,Design,99,2125,63.55823,Udemy,198.11401,4.3818192
435,Course_435,Business,12,3503,85.56773,Udemy,23.66664,4.9189754
436,Course_436,Marketing,50,3634,78.975525,LinkedIn Learning,185.63412,3.46861
437,Course_437,AI,13,3476,82.72001,LinkedIn Learning,16.142712,4.5254965
438,Course_438,Data Science,36,4302,51.663338,LinkedIn Learning,46.635853,4.0959535
439,Course_439,Data Science,68,2392,53.69923,edX,82.513054,4.844858
440,Course_440,Marketing,40,3585,89.004974,LinkedIn Learning,144.02675,3.6393676
441,Course_441,Marketing,66,2424,74.394005,LinkedIn Learning,97.10374,4.437321
442,Course_442,Programming,76,3453,75.91942,Udemy,196.60583,4.957546
443,Course_443,Office Tools,80,2153,56.39003,LinkedIn Learning,31.525496,3.4113765
444,Course_444,Design,61,3961,79.55459,Udemy,109.69532,3.6887114
445,Course_445,Office Tools,76,3412,83.340904,LinkedIn Learning,27.283804,3.599104
446,Course_446,Marketing,38,3336,72.53357,LinkedIn Learning,182.87843,3.713458
447,Course_447,AI,85,2735,70.92579,Udemy,111.75213,3.0700555
449,Course_449,AI,69,1359,86.87944,edX,101.1337,4.856644
451,Course_451,Finance,93,1512,78.96781,Udemy,72.30979,4.523124
452,Course_452,Business,52,3028,77.18814,edX,50.605278,3.9746833
453,Course_453,Marketing,24,1702,80.328285,edX,154.06664,4.4689593
455,Course_455,Design,80,665,89.66971,Udemy,193.93507,4.4059157
456,Course_456,Office Tools,84,4258,53.32845,edX,188.75941,3.524311
458,Course_458,Design,17,1292,95.27445,Udemy,123.08804,3.0391965
459,Course_459,Marketing,87,2671,98.61754,LinkedIn Learning,86.31934,3.713456
460,Course_460,Finance,62,2509,79.62029,LinkedIn Learning,174.38654,3.3089359
461,Course_461,Design,69,1459,61.71878,Udemy,124.13375,4.565604
462,Course_462,Office Tools,54,742,73.13277,Udemy,138.40979,3.0820787
463,Course_463,Data Science,66,4482,99.94199,LinkedIn Learning,142.43834,3.2104018
465,Course_465,Design,85,670,84.648705,edX,188.39037,3.7659159
467,Course_467,Office Tools,45,3742,81.83036,LinkedIn Learning,24.08094,3.3063996
470,Course_470,AI,39,1573,51.900852,Udemy,62.5178,3.178438
471,Course_471,Technology,68,2850,96.14157,LinkedIn Learning,67.02563,4.122217
472,Course_472,Design,46,762,52.038124,edX,25.591526,4.1389055
473,Course_473,Technology,78,3474,79.89338,edX,51.61118,4.4675045
475,Course_475,Programming,16,3020,57.86597,Udemy,180.73996,4.6351123
476,Course_476,Programming,47,3471,80.53462,LinkedIn Learning,87.69986,4.4731708
477,Course_477,Data Science,40,2207,74.93494,LinkedIn Learning,189.04788,3.7705746
478,Course_478,Programming,10,1781,80.94351,Udemy,192.0753,3.254628
479,Course_479,Marketing,85,3833,61.699944,LinkedIn Learning,31.548983,4.8504076
480,Course_480,Technology,16,4758,92.524605,edX,175.28198,4.9266114
481,Course_481,Programming,60,2191,64.71294,Udemy,196.71101,4.783331
