Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
137,Course_137,Business,86,540,60.598457,Coursera,11.543202,4.337972
155,Course_155,Business,77,4134,74.78978,Coursera,142.47139,4.482171
159,Course_159,Programming,100,4019,64.31777,Coursera,99.34478,3.2902782
165,Course_165,Programming,26,3747,78.298416,Coursera,159.02113,3.2684422
169,Course_169,Programming,37,276,63.084656,Coursera,118.76557,3.756624
171,Course_171,Office Tools,18,4946,99.399155,Coursera,64.44893,4.5714016
175,Course_175,Design,11,105,54.2957,Coursera,66.27087,4.972695
177,Course_177,Finance,40,1057,91.39708,Coursera,188.21005,3.5730894
186,Course_186,Programming,30,1226,63.01945,Coursera,158.15417,4.748391
187,Course_187,Finance,10,2041,63.57067,Coursera,62.94404,3.4371815
189,Course_189,Technology,68,1169,75.221214,Coursera,167.52655,4.9510384
202,Course_202,Finance,36,3408,78.14042,Coursera,182.2592,3.003971
212,Course_212,Technology,62,979,69.55641,Coursera,64.5765,4.800398
221,Course_221,Data Science,21,1578,96.56475,Coursera,75.25452,4.429201
224,Course_224,Programming,52,3448,79.39083,Coursera,46.708576,3.5136988
226,Course_226,Technology,44,3173,98.54384,Coursera,78.97511,3.8416138
229,Course_229,Finance,88,4481,70.37229,Coursera,170.21468,3.7973938
232,Course_232,Design,39,2019,97.14954,Coursera,118.70366,4.4498177
234,Course_234,Marketing,36,343,75.108604,Coursera,12.857636,4.8061175
236,Course_236,Technology,69,1722,95.555595,Coursera,59.250435,4.3216667
245,Course_245,Programming,34,2009,76.67003,Coursera,160.47412,4.6318316
248,Course_248,Data Science,36,248,81.663994,Coursera,183.85156,4.682114
252,Course_252,Business,97,4358,94.215546,Coursera,58.17137,4.1576567
254,Course_254,Technology,76,119,64.17676,Coursera,175.3631,4.276216
255,Course_255,Business,94,1604,55.139442,Coursera,108.72241,4.7549214
257,Course_257,Data Science,53,3793,97.65989,Coursera,61.125687,3.18983
262,Course_262,Technology,16,1627,74.36433,Coursera,135.70267,3.679957
266,Course_266,Design,91,4473,59.179638,Coursera,100.670494,3.2639089
268,Course_268,Office Tools,55,143,83.7732,Coursera,189.46211,4.5947475
269,Course_269,Programming,17,3238,64.67135,Coursera,37.19101,3.3809588
270,Course_270,Business,24,3757,87.589,Coursera,146.90053,3.5786583
274,Course_274,Finance,85,2105,92.917786,Coursera,79.935074,3.2711253
279,Course_279,Business,19,3860,81.270195,Coursera,19.7173,3.6495073
284,Course_284,Office Tools,22,4289,50.182205,Coursera,123.650734,4.506638
285,Course_285,Data Science,97,324,60.397728,Coursera,56.330788,3.8381288
289,Course_289,AI,93,2131,73.1417,Coursera,175.83421,3.8792226
293,Course_293,Office Tools,79,4685,62.53618,Coursera,129.95439,3.3534806
299,Course_299,Programming,98,1855,97.59254,Coursera,130.41484,3.4903781
302,Course_302,Design,77,2588,80.84778,Coursera,182.84116,3.628115
304,Course_304,Marketing,39,664,80.33952,Coursera,28.39402,4.2386904
308,Course_308,Technology,91,4224,84.44949,Coursera,66.12925,4.1986747
312,Course_312,Programming,30,2507,79.90224,Coursera,171.3987,4.3130074
320,Course_320,Marketing,87,4148,86.004395,Coursera,68.48623,4.577326
323,Course_323,Office Tools,56,1372,65.297775,Coursera,65.674095,3.9129803
329,Course_329,Marketing,82,1144,52.495903,Coursera,145.71027,4.2903147
330,Course_330,Office Tools,97,2034,51.54544,Coursera,133.68643,4.626419
333,Course_333,Office Tools,100,1834,53.85646,Coursera,113.75841,3.267837
344,Course_344,Technology,15,3588,58.071163,Coursera,74.32065,3.6991432
346,Course_346,Design,45,3224,99.1396,Coursera,96.24067,3.0616207
347,Course_347,Marketing,68,2661,98.87428,Coursera,17.291203,4.123956
348,Course_348,Technology,16,419,89.70556,Coursera,102.447136,3.0855877
350,Course_350,Data Science,58,892,93.40931,Coursera,143.75554,4.885356
352,Course_352,Design,26,3889,72.999794,Coursera,188.24448,4.560845
357,Course_357,Programming,36,1717,99.03293,Coursera,22.346165,4.180956
364,Course_364,Finance,48,4676,89.287254,Coursera,30.183542,4.3580365
372,Course_372,Programming,90,4734,95.67667,Coursera,14.399149,4.579092
379,Course_379,Office Tools,52,2447,58.858315,Coursera,17.239803,3.5684812
380,Course_380,Office Tools,90,1559,90.9506,Coursera,170.89108,4.447396
384,Course_384,AI,15,3941,53.994164,Coursera,191.15851,3.2275207
387,Course_387,Programming,35,2105,70.5019,Coursera,195.20363,3.9382765
391,Course_391,Finance,86,1643,62.010403,Coursera,141.50014,4.756399
399,Course_399,Finance,66,877,74.28672,Coursera,188.79338,3.4113927
406,Course_406,AI,32,475,86.37728,Coursera,37.37726,3.3372035
411,Course_411,Business,11,3069,82.80256,Coursera,170.03204,3.8237047
413,Course_413,AI,43,941,55.018803,Coursera,63.85804,4.4211707
417,Course_417,Office Tools,38,135,88.08805,Coursera,178.36713,4.3015623
428,Course_428,Technology,18,1394,69.0938,Coursera,120.41543,4.099066
429,Course_429,Business,54,4099,55.316036,Coursera,10.037145,4.149002
448,Course_448,AI,53,4223,93.39024,Coursera,165.20874,4.3839283
450,Course_450,Data Science,70,1918,60.011555,Coursera,162.62009,4.0062423
454,Course_454,Programming,28,2021,53.0727,Coursera,48.80969,4.268747
457,Course_457,Design,88,4959,86.83374,Coursera,40.20656,3.9267364
464,Course_464,Office Tools,29,3449,71.10475,Coursera,79.06733,4.5507374
466,Course_466,Office Tools,40,4977,98.07985,Coursera,87.03176,3.1286397
468,Course_468,Data Science,15,1020,80.15063,Coursera,184.34834,4.377679
469,Course_469,Business,100,1221,70.7349,Coursera,96.90863,3.7944334
474,Course_474,Programming,83,1123,77.26861,Coursera,193.93892,3.6915529
485,Course_485,Design,84,457,90.06095,Coursera,13.07514,4.7813907
492,Course_492,Data Science,46,2316,96.50761,Coursera,30.638222,4.982891
496,Course_496,Programming,100,4577,80.9321,Coursera,89.614136,4.243869
498,Course_498,Programming,17,4649,57.31726,Coursera,55.30101,4.5647535
499,Course_499,Business,61,1365,72.949455,Coursera,93.549866,4.0374384
501,Course_501,Marketing,31,1458,90.47797,Coursera,47.498615,4.6406956
503,Course_503,Design,20,454,77.24191,Coursera,116.821365,4.732247
505,Course_505,Marketing,52,3039,74.25337,Coursera,50.319057,3.2241664
508,Course_508,Data Science,86,2436,87.35323,Coursera,124.46308,4.619727
513,Course_513,Technology,32,1823,53.195396,Coursera,91.003456,3.250584
515,Course_515,Finance,44,2429,85.59735,Coursera,107.43872,4.1158023
519,Course_519,Design,32,4575,51.99323,Coursera,123.24665,4.419113
522,Course_522,Finance,97,254,77.52335,Coursera,76.75153,4.107224
524,Course_524,Data Science,22,4717,92.67612,Coursera,16.102505,4.0858097
538,Course_538,Marketing,65,3220,81.97253,Coursera,46.35181,3.236517
542,Course_542,Programming,88,1592,96.4663,Coursera,116.00419,3.8378682
547,Course_547,AI,72,2341,53.667717,Coursera,170.55788,3.5564864
552,Course_552,Technology,55,1081,85.29658,Coursera,107.7712,3.275563
555,Course_555,Design,81,2994,55.31608,Coursera,147.73746,3.712647
562,Course_562,AI,57,3558,54.12354,Coursera,34.705303,3.4824727
565,Course_565,AI,50,1105,77.984505,Coursera,112.30246,4.0423894
567,Course_567,Data Science,49,2551,93.25117,Coursera,54.348156,4.2305446
575,Course_575,Office Tools,28,4498,55.715126,Coursera,50.21703,4.4753532
577,Course_577,Design,30,2257,78.55151,Coursera,176.29254,3.7354999
585,Course_585,Design,71,4858,99.1609,Coursera,26.449484,3.4287653
587,Course_587,Design,60,3634,57.222485,Coursera,71.68119,4.7225957
588,Course_588,Marketing,75,4398,77.680725,Coursera,151.99786,4.178912
591,Course_591,Programming,70,3268,98.12157,Coursera,197.7769,3.881867
598,Course_598,Technology,89,2426,50.167583,Coursera,142.85658,3.477184
606,Course_606,AI,30,4442,51.366753,Coursera,64.37405,4.546506
607,Course_607,AI,39,4701,81.06427,Coursera,13.580542,3.0143359
617,Course_617,Programming,31,2823,91.29323,Coursera,153.59375,3.2078395
620,Course_620,Design,79,4860,99.58761,Coursera,125.65097,4.8476224
621,Course_621,Marketing,48,4609,66.1132,Coursera,85.318924,4.5873284
624,Course_624,Business,57,4022,57.82282,Coursera,20.901733,3.1309013
625,Course_625,Technology,32,4025,89.79766,Coursera,72.38622,4.7152433
631,Course_631,Programming,56,2380,56.302307,Coursera,133.10907,4.5387254
632,Course_632,Business,50,728,70.69596,Coursera,136.59285,4.441347
636,Course_636,Finance,94,4584,57.530563,Coursera,143.5246,3.0965495
637,Course_637,Programming,61,3916,57.385143,Coursera,128.75565,4.4279
638,Course_638,Finance,98,878,63.19255,Coursera,137.55124,4.7052293
639,Course_639,Office Tools,14,2695,83.68066,Coursera,119.79774,4.4578114
645,Course_645,Data Science,83,1603,98.02198,Coursera,17.578943,4.47803
649,Course_649,Programming,39,1433,77.24835,Coursera,159.14735,3.264232
653,Course_653,AI,85,1423,52.15019,Coursera,91.5518,3.0081499
654,Course_654,Programming,83,4580,65.44775,Coursera,55.787014,4.57078
655,Course_655,Finance,63,270,87.75423,Coursera,138.407,4.0834184
681,Course_681,Technology,57,441,59.272285,Coursera,189.67546,3.72343
682,Course_682,Marketing,43,867,60.70638,Coursera,132.29732,3.6170652
683,Course_683,Programming,79,2118,68.97474,Coursera,24.86491,4.0410843
685,Course_685,Business,25,180,80.47011,Coursera,96.32206,4.791267
691,Course_691,Business,10,616,81.64445,Coursera,182.05147,4.7487407
692,Course_692,Office Tools,60,650,65.52472,Coursera,37.15377,3.0790749
709,Course_709,Marketing,58,2734,60.32637,Coursera,88.38419,4.575588
712,Course_712,Office Tools,18,1750,97.54028,Coursera,190.23509,4.9700665
713,Course_713,Data Science,36,847,96.14873,Coursera,25.643055,4.3529096
719,Course_719,Office Tools,24,4475,53.62281,Coursera,107.74398,4.9586887
731,Course_731,Data Science,80,3504,54.334038,Coursera,163.85059,3.9983935
733,Course_733,AI,11,4284,94.5824,Coursera,90.06959,3.2489853
740,Course_740,AI,51,2093,92.05009,Coursera,74.55141,4.1120863
742,Course_742,Office Tools,63,229,51.39644,Coursera,90.183334,4.219602
745,Course_745,Business,53,2017,62.223694,Coursera,81.3809,4.0769377
747,Course_747,Business,14,4979,68.46899,Coursera,79.0494,4.297816
750,Course_750,Programming,100,1212,74.681114,Coursera,143.66183,4.326579
754,Course_754,Technology,32,1690,94.580124,Coursera,55.654694,4.27057
757,Course_757,Technology,56,2401,85.391594,Coursera,41.208572,3.326136
759,Course_759,Technology,15,2933,68.791466,Coursera,43.187252,3.9978743
764,Course_764,Finance,14,4448,66.49897,Coursera,167.14246,3.082679
765,Course_765,Office Tools,40,4402,90.0826,Coursera,185.44571,3.1472173
770,Course_770,Design,31,3498,58.49939,Coursera,155.60907,3.5520644
772,Course_772,Technology,92,4882,54.255867,Coursera,58.06147,3.0761855
773,Course_773,Business,26,827,62.111088,Coursera,62.44809,3.09904
775,Course_775,AI,90,4587,85.86395,Coursera,110.135544,4.423387
777,Course_777,Finance,71,4702,70.10114,Coursera,129.5095,4.8009686
780,Course_780,Data Science,49,1793,83.58122,Coursera,18.990927,4.9206433
781,Course_781,Design,69,1507,53.82229,Coursera,78.6432,4.51606
782,Course_782,Data Science,15,3871,91.14837,Coursera,128.04947,4.592996
783,Course_783,Design,15,1903,90.73009,Coursera,161.90987,4.634336
790,Course_790,Finance,90,2379,71.740654,Coursera,118.8693,4.6119847
793,Course_793,Business,79,2118,55.59042,Coursera,46.602875,3.8888876
799,Course_799,Finance,44,4201,60.068733,Coursera,172.67845,4.913447
801,Course_801,Programming,69,3422,95.564575,Coursera,139.3736,4.6028805
803,Course_803,AI,45,4640,79.12494,Coursera,69.49377,3.7610707
811,Course_811,Business,37,3744,75.45559,Coursera,186.57608,3.5652468
821,Course_821,Finance,16,4016,65.03205,Coursera,121.16444,4.859517
822,Course_822,Office Tools,96,2144,96.223206,Coursera,86.87689,4.7312613
824,Course_824,Business,89,2543,57.97364,Coursera,40.067223,3.8575168
828,Course_828,Programming,23,3957,53.14407,Coursera,37.854805,3.6056137
834,Course_834,Marketing,12,1956,96.19874,Coursera,134.19359,4.0757127
845,Course_845,Marketing,49,4164,80.87694,Coursera,155.31653,4.673545
848,Course_848,Finance,47,494,97.86159,Coursera,150.48499,4.4353786
851,Course_851,Design,59,1934,82.96097,Coursera,142.45183,3.5295115
852,Course_852,Data Science,94,4275,74.84416,Coursera,180.92514,3.167474
855,Course_855,Office Tools,23,4849,63.563972,Coursera,100.97799,3.7810662
862,Course_862,Finance,77,2429,80.93645,Coursera,85.8208,4.881622
865,Course_865,Business,79,2098,95.06414,Coursera,40.42794,4.4050293
868,Course_868,Marketing,92,3905,96.04476,Coursera,151.47392,3.2896023
869,Course_869,Finance,68,3628,61.20647,Coursera,191.95256,4.7816586
870,Course_870,Business,75,313,83.0614,Coursera,161.21512,3.308667
873,Course_873,Design,50,4298,96.19606,Coursera,30.51313,4.25294
886,Course_886,Office Tools,15,3592,79.66561,Coursera,68.77163,4.0499597
896,Course_896,Programming,18,4997,58.410797,Coursera,108.64219,3.3092043
897,Course_897,Marketing,29,3681,56.371456,Coursera,74.151215,3.0752745
899,Course_899,Finance,56,4230,56.944714,Coursera,45.03559,4.4945745
909,Course_909,Data Science,92,1760,85.341644,Coursera,59.52096,3.5869172
910,Course_910,Business,61,321,88.934875,Coursera,119.17053,3.4176502
918,Course_918,Office Tools,20,4228,54.11431,Coursera,98.82444,4.7196016
921,Course_921,Office Tools,72,1141,91.29137,Coursera,54.062626,3.6074858
927,Course_927,Marketing,14,2256,50.542267,Coursera,142.3483,3.7013059
931,Course_931,Data Science,58,4177,76.52495,Coursera,161.89542,4.6374407
939,Course_939,Finance,97,3087,50.183716,Coursera,181.0337,4.593829
940,Course_940,Design,60,1200,57.401157,Coursera,105.86697,4.117611
941,Course_941,AI,89,2881,88.90326,Coursera,141.93085,3.079959
945,Course_945,Marketing,94,1304,96.22344,Coursera,182.23067,4.476773
956,Course_956,Business,14,1501,54.256973,Coursera,55.827843,3.8670714
969,Course_969,Finance,65,219,81.856255,Coursera,78.36208,3.1358876
976,Course_976,Office Tools,86,2802,79.523926,Coursera,59.51542,3.7364855
977,Course_977,Data Science,97,4188,65.68684,Coursera,154.85316,4.7184043
979,Course_979,Technology,87,4366,67.25293,Coursera,88.91609,3.7509813
980,Course_980,Technology,81,1792,97.74071,Coursera,170.34605,4.4868217
986,Course_986,Technology,15,4188,70.47014,Coursera,153.96964,3.8785834
994,Course_994,Marketing,43,3293,52.63838,Coursera,142.5316,3.9602587
998,Course_998,Design,94,1599,83.84696,Coursera,98.88681,4.9576125
1006,Course_1006,Design,76,711,70.81077,Coursera,121.9413,4.265877
1010,Course_1010,Office Tools,58,2602,51.793556,Coursera,12.432217,3.5169075
1031,Course_1031,Office Tools,79,4096,58.02573,Coursera,81.178505,3.724833
1037,Course_1037,Design,37,3272,57.790432,Coursera,120.80024,3.2563162
1046,Course_1046,Business,48,4247,52.299744,Coursera,24.736612,3.4128451
1052,Course_1052,Programming,16,3241,66.10664,Coursera,155.3418,4.2379794
1054,Course_1054,Data Science,93,2592,71.33425,Coursera,190.45294,3.1713557
1056,Course_1056,Programming,40,1254,79.30117,Coursera,167.98047,4.3432975
1064,Course_1064,Data Science,70,4905,60.77387,Coursera,86.44831,3.9960117
1067,Course_1067,Technology,99,219,71.90055,Coursera,113.23437,4.9150653
1068,Course_1068,Marketing,23,2580,67.149376,Coursera,144.97214,3.1310694
1076,Course_1076,Office Tools,40,2981,79.01932,Coursera,70.963036,4.563148
1090,Course_1090,Finance,17,697,98.35527,Coursera,178.95955,4.6160393
1091,Course_1091,Data Science,88,2428,89.07268,Coursera,121.34002,3.4336896
1092,Course_1092,Finance,34,1204,75.54783,Coursera,46.62572,4.2900796
1098,Course_1098,Office Tools,65,802,52.36796,Coursera,127.28995,4.0768743
1099,Course_1099,AI,65,1372,74.10055,Coursera,175.25603,4.085191
1115,Course_1115,Programming,15,3046,86.20152,Coursera,31.742933,3.3704722
1117,Course_1117,Design,78,3783,72.84493,Coursera,136.17055,4.2115936
1118,Course_1118,Marketing,77,1370,88.85135,Coursera,133.56369,4.369399
1124,Course_1124,Marketing,36,4736,56.234493,Coursera,28.561642,3.141544
1130,Course_1130,AI,79,4150,97.103645,Coursera,104.282524,4.8159175
1136,Course_1136,Design,83,2187,51.940224,Coursera,92.28091,3.7204309
1143,Course_1143,Technology,19,4199,73.93727,Coursera,159.13805,3.9858904
1146,Course_1146,Design,62,2111,52.35138,Coursera,134.9562,4.075978
1147,Course_1147,Business,93,1906,56.192703,Coursera,88.003395,4.524342
1150,Course_1150,Marketing,17,1477,58.53864,Coursera,175.46992,3.9461408
1152,Course_1152,Marketing,95,2891,97.95083,Coursera,173.49599,4.928532
1153,Course_1153,Office Tools,26,4306,83.35597,Coursera,135.93816,3.964861
1156,Course_1156,Business,78,2181,75.105484,Coursera,48.065144,4.3870077
1169,Course_1169,Business,41,852,94.783966,Coursera,48.44046,3.3457525
1173,Course_1173,Data Science,68,3661,58.92787,Coursera,107.228355,3.6204472
1180,Course_1180,Office Tools,56,829,69.760155,Coursera,72.608,3.1184354
1185,Course_1185,AI,51,2817,51.174732,Coursera,195.40169,3.0950751
1192,Course_1192,Technology,60,3177,63.85893,Coursera,47.26729,3.817301
1194,Course_1194,Finance,36,758,86.28395,Coursera,104.293236,3.6929011
1196,Course_1196,Business,85,495,87.352715,Coursera,163.43173,3.9185255
1198,Course_1198,Office Tools,56,151,59.504185,Coursera,196.03908,3.181534
1199,Course_1199,Technology,90,2513,82.52831,Coursera,136.24632,3.0783243
1203,Course_1203,Design,13,2251,95.54556,Coursera,105.09662,4.239746
1205,Course_1205,Business,52,4861,58.860233,Coursera,193.57098,4.643411
1211,Course_1211,Office Tools,58,2306,94.247894,Coursera,194.03708,4.949626
1221,Course_1221,Data Science,100,4828,73.78926,Coursera,162.22253,4.703024
1225,Course_1225,Data Science,92,538,98.00108,Coursera,173.00897,4.9185495
1226,Course_1226,Programming,81,1543,94.87322,Coursera,22.509697,3.5468974
1241,Course_1241,Technology,95,691,54.90071,Coursera,197.51358,4.2526035
1248,Course_1248,Finance,40,3850,99.50166,Coursera,19.439516,3.6752076
1249,Course_1249,Programming,17,893,95.11482,Coursera,17.255592,4.0309224
1254,Course_1254,Office Tools,88,4100,72.96873,Coursera,138.24715,4.7338543
1257,Course_1257,Business,17,2661,65.15944,Coursera,179.90982,3.1178246
1262,Course_1262,Business,90,694,86.617676,Coursera,87.07086,3.5739207
1271,Course_1271,Finance,88,1028,59.709835,Coursera,36.09607,3.2790825
1281,Course_1281,Data Science,18,4517,95.29923,Coursera,167.1204,4.501379
1282,Course_1282,Business,56,4882,97.92922,Coursera,128.61157,4.9266696
1287,Course_1287,Office Tools,93,4468,58.119,Coursera,148.19276,4.7719893
1293,Course_1293,Marketing,51,2942,87.626015,Coursera,183.23827,4.4781313
1297,Course_1297,Programming,19,4913,68.027145,Coursera,188.71869,3.4647226
1301,Course_1301,Marketing,56,4829,61.1221,Coursera,187.99982,3.1961555
1302,Course_1302,Technology,29,3660,84.532555,Coursera,159.32613,3.437151
1307,Course_1307,Business,56,4685,99.66651,Coursera,45.09357,4.170281
1318,Course_1318,Finance,66,3554,67.01805,Coursera,58.942432,4.032765
1319,Course_1319,Data Science,70,4005,64.683846,Coursera,130.22827,4.9086604
1334,Course_1334,Business,91,3658,71.71473,Coursera,194.42096,4.923073
1339,Course_1339,Finance,78,3604,50.36351,Coursera,197.4157,3.097186
1352,Course_1352,Office Tools,79,605,88.194145,Coursera,122.24992,4.10356
1360,Course_1360,Data Science,20,1308,51.02874,Coursera,106.74106,4.764937
1361,Course_1361,Technology,32,3714,74.73099,Coursera,134.02962,3.704412
1365,Course_1365,Office Tools,100,3506,96.33238,Coursera,185.159,4.1853805
1367,Course_1367,Programming,73,644,90.43738,Coursera,79.429375,3.8560634
1368,Course_1368,AI,20,4757,69.25213,Coursera,23.15252,3.6821554
1379,Course_1379,Data Science,63,183,53.99357,Coursera,50.560867,3.5900006
1380,Course_1380,Design,17,678,58.928272,Coursera,33.977306,3.4880269
1381,Course_1381,Data Science,25,4822,50.45259,Coursera,169.81955,4.9067006
1383,Course_1383,Programming,82,3292,80.76806,Coursera,159.51561,4.320292
1393,Course_1393,Marketing,19,4260,62.1508,Coursera,86.58897,3.0138445
1404,Course_1404,Data Science,47,1488,99.82593,Coursera,163.64943,3.503665
1407,Course_1407,Data Science,60,899,52.584015,Coursera,65.62552,4.0250564
1408,Course_1408,Business,37,247,97.03441,Coursera,90.62265,3.9915676
1409,Course_1409,Data Science,88,843,51.002216,Coursera,169.45287,3.254022
1412,Course_1412,AI,30,2168,52.70727,Coursera,156.52466,3.4413297
1418,Course_1418,AI,25,1515,70.60216,Coursera,61.976673,4.2882013
1424,Course_1424,AI,65,1064,51.193527,Coursera,80.75825,4.86282
1425,Course_1425,Technology,69,832,74.501274,Coursera,138.97159,4.0301414
1434,Course_1434,Marketing,48,3588,95.39798,Coursera,10.996987,4.154355
1435,Course_1435,Design,88,4911,88.93856,Coursera,46.53644,3.1960957
1436,Course_1436,Technology,44,4692,55.277863,Coursera,63.875484,4.4616303
1440,Course_1440,Business,77,1487,67.92471,Coursera,43.54518,3.3135672
1453,Course_1453,Business,86,4415,85.16065,Coursera,73.714676,3.3307178
1457,Course_1457,Design,81,2963,72.24379,Coursera,168.07678,4.5055194
1462,Course_1462,Programming,86,859,93.92804,Coursera,46.868534,3.8526363
1463,Course_1463,Programming,67,3550,84.4906,Coursera,113.17736,4.3230762
1469,Course_1469,Business,35,2842,91.7227,Coursera,171.7009,3.5055885
1473,Course_1473,Programming,52,2603,98.886856,Coursera,129.81424,3.2151537
1483,Course_1483,Design,72,571,95.75621,Coursera,95.146164,4.895514
1486,Course_1486,Programming,86,953,72.27993,Coursera,36.095074,4.14963
1489,Course_1489,Business,53,1127,91.73403,Coursera,168.07443,4.3152866
1493,Course_1493,Marketing,75,3996,79.97845,Coursera,78.86091,4.4997215
1497,Course_1497,Design,62,1190,64.36998,Coursera,178.5102,3.8301442
1500,Course_1500,Technology,34,475,70.77327,Coursera,142.55846,4.9901805
1501,Course_1501,Office Tools,46,3001,61.92866,Coursera,159.33382,4.516138
1504,Course_1504,Data Science,93,3554,72.783516,Coursera,66.25548,4.606203
1513,Course_1513,Design,57,270,93.08318,Coursera,29.362093,4.6939273
1527,Course_1527,Technology,57,4065,77.27023,Coursera,128.00475,3.8766634
1530,Course_1530,Finance,43,1588,76.938995,Coursera,107.18716,4.8553505
1537,Course_1537,Design,30,4005,68.55857,Coursera,128.30688,4.029355
1543,Course_1543,Office Tools,16,1145,72.62434,Coursera,198.5544,4.5951576
1544,Course_1544,Office Tools,37,3362,50.412712,Coursera,158.99677,4.5542192
1546,Course_1546,Finance,49,2087,62.957577,Coursera,157.48665,4.040032
1547,Course_1547,Technology,21,2399,54.428364,Coursera,127.062164,4.7864714
1549,Course_1549,Data Science,10,1717,57.24108,Coursera,72.785515,3.199637
1550,Course_1550,Data Science,75,2088,58.211773,Coursera,85.35959,3.813556
1555,Course_1555,Business,43,638,80.07662,Coursera,151.52605,4.3862953
1558,Course_1558,Office Tools,100,390,81.95849,Coursera,181.86864,3.1416652
1559,Course_1559,Design,69,3061,87.90605,Coursera,166.95099,3.4287407
1560,Course_1560,Programming,77,2307,50.387405,Coursera,142.38506,3.3546844
1562,Course_1562,Programming,24,2072,98.45708,Coursera,163.32484,4.3399253
1563,Course_1563,Office Tools,71,2341,95.57669,Coursera,69.42643,4.5396643
1570,Course_1570,Office Tools,42,2153,99.41135,Coursera,97.68641,4.4415355
1574,Course_1574,Programming,16,2777,98.91387,Coursera,123.81969,4.532809
1577,Course_1577,Design,41,2311,77.19897,Coursera,31.119516,4.3385935
1579,Course_1579,Design,100,2539,78.0927,Coursera,111.45271,4.759182
1580,Course_1580,Business,77,2841,75.44588,Coursera,56.97282,4.5994763
1583,Course_1583,Office Tools,77,3799,91.18434,Coursera,121.13279,4.5485926
1587,Course_1587,Finance,92,200,99.37333,Coursera,190.5221,4.6956964
1593,Course_1593,Finance,55,4205,63.766422,Coursera,17.925308,4.778769
1595,Course_1595,Marketing,64,2013,90.08658,Coursera,199.19058,3.1185374
1601,Course_1601,Business,85,139,99.241615,Coursera,192.68706,4.5358634
1602,Course_1602,Data Science,32,1475,76.16825,Coursera,188.52234,3.6703253
1604,Course_1604,Office Tools,55,104,70.01963,Coursera,142.48334,4.21699
1605,Course_1605,Technology,28,427,75.58898,Coursera,128.48077,4.2849517
1609,Course_1609,AI,93,599,67.88856,Coursera,49.3101,3.775141
1613,Course_1613,Technology,37,3112,57.616894,Coursera,12.91133,3.560768
1615,Course_1615,Finance,29,1586,83.49953,Coursera,21.441658,3.2291083
1620,Course_1620,Finance,81,3282,69.8743,Coursera,171.54428,3.5422394
1626,Course_1626,Finance,99,3571,69.36479,Coursera,196.49333,3.2751312
1628,Course_1628,Programming,14,2337,96.1791,Coursera,139.83846,3.861651
1630,Course_1630,Data Science,38,181,79.07286,Coursera,34.497578,3.5307176
