reviews,reviewers,date_reviews,rating,course_id
"Valuable content, definitely worth completing the course. There are some irrelevant content for international students though, such as specific U.S laws. I would say the course could remove such content, reducing the course easily 30%.",By Marcos P L S,"May 23, 2018",4,financial-markets-global
"It will give you a good idea of all the financial world, it explains the history of financial development and it helps understand the human financial behavior. It is very ambitious to go over all the topics but it is worth completing.",By ROSA A R G,"Mar 01, 2018",4,financial-markets-global
"A exceptional curse!!! Professor Shiller made one course that combine a high range of content with a deep overview about the subjects. However i miss anything about the cryptocurrencies, fintechs or other kind of stuff like this.",By Diogo J,"Mar 09, 2018",4,financial-markets-global
"A good  general introduction course to Finance, very engaging presentation from Professor Shiller. Very clear and worth the knowledge/effort ratio is much worth it. Only mitigating comment is the course is not very challenging",By luiz.cunha@axa-im.com,"Mar 17, 2018",4,financial-markets-global
"After I finished the last quiz, I found myself indeed have learnt a lot of knowledge. A good oppotunity to improve your listening English, and also a good access to basic Financial Market knowledge. Thank you so much!",By 吴超群,"May 27, 2018",4,financial-markets-global
It should have some supplementary material to read before the lectures. I felt that I needed to know the basics of certain concepts before trying to come in terms with the lecture,By madhup k,"Apr 06, 2018",4,financial-markets-global
It was really a good learning session about the Financial Markets. Thank You Prof. Robert Shiller and Yale University for offering this enlightening opportunity for the students!,By ANSHUL J,"Feb 11, 2018",4,financial-markets-global
"Very interesting course with an amazing professor who offered many useful information to people like me that want to have a first approach with the ""financial world"".",By Jacopo S,"Apr 11, 2018",4,financial-markets-global
"A near perfect course for beginners. The difficulty level could have been decreased, though. Some jargon would be a tad bit difficult for laymen to comprehend. ",By Sheryn S,"Jan 24, 2018",4,financial-markets-global
"The course is great. My only issue is, it could have been somewhat more exhaustive in coverage with formulae, calculations and equations. ",By Manikandan C,"Sep 25, 2018",4,financial-markets-global
Good very basic training to understand concepts. Very useful conversations recorded between professor Shiller and their students.,By Carlos A,"Jul 02, 2018",4,financial-markets-global
"This course requires brief knowledge of financial markets before taking it up. it is not advanced, but still challenging. ",By Sukhumaran,"Sep 08, 2018",4,financial-markets-global
A good course that on a general level motivates and explains why certain financial markets/instruments have been invented ,By Robin S,"Aug 26, 2018",4,financial-markets-global
The course content is well constructed and clearly illustrated. A good intro level course about financial system. ,By Wenqi W,"Nov 17, 2018",4,financial-markets-global
Learning from one of the best in the field of Financial Markets is an opportunity in its own to develop yourself. ,By Abhishek K,"Jan 03, 2018",4,financial-markets-global
Excellent course for beginners which touches on a very broad variety of topics regarding financial markets.,By Marco A S C,"Jan 14, 2018",4,financial-markets-global
"Despite minor technical glitches, the course was great! ",By Edu S,"Apr 02, 2018",4,financial-markets-global
Very basic introductory course,By Ishmeet S,"Apr 04, 2018",4,financial-markets-global
it was cool,By CHILESHE K,"May 30, 2018",4,financial-markets-global
"Basic 360 degree course on financial markets, recommended even for experienced financial professionals as Prof. Shiller could give you a different perspective on how modern financial economies work.",By Andrea S,"Mar 21, 2018",5,financial-markets-global
This was really a great experience. A course taught by a valued teach. Enjoyed it all the way though I would have liked more mathematical and theoretical models. But then where do you end in a MOOC ?,By Erik M,"Nov 04, 2018",5,financial-markets-global
"A great introductory level course which is recommended for anyone with a remote interest in finance irrespective of whether they have a background in finance or economics. The strongest point of this course is the simplicity with which it conveys the importance and relevance of finance in today's world. The instructor and his team have taken great care to introduce topics in a manner simple enough for anyone to understand. While the course content may not go very in-depth into how a particular stock market works, or how particular stocks move, it provides great insight into why the stock market is necessary and relevant in our current society and how human behavior and its expression through policy and law can result in both financial progress and also crisis. If you are reading this review and wondering whether you should take this course or not, let me tell you that i pondered for over a year before actually taking this course since i did not have any background in finance or economics. However, if i could talk to myself a year ago, i would say, 'Just Do It'. If you have some time in your hands, this course can be easily completed within a week. So go ahead, channel your powers of binge-watching, translate it into binge-learning and just start this course. I am certain you will enjoy learning about these new topics at a fundamental level, and can even possibly finish this course within a few days if you are really up for a challenge. All the best to you!",By Tiyash B,"May 03, 2018",5,financial-markets-global
"Wonderful course. How I wish it had lasted longer, will be learning the concepts again and re-doing the course. Very fortunate to have learnt from Dr Shiller. Thank you very much Yale and Coursera Team. ",By Aditya S,"Dec 09, 2018",5,financial-markets-global
Essential course for those who do not have a basic financial background and want to understand the basics of this world. Great professor who know how to explain complicate concepts in an easy way.,By David S B,"Dec 09, 2018",5,financial-markets-global
Thanks to the course team and Coursera. Many areas of modern finance were covered and many life examples were given. I really enjoy Professor Shiller lecturing style.,By Кирин Р В,"Dec 16, 2018",5,financial-markets-global
Interesting video and professor Shiller is great ! ,By Irwan L L,"Dec 29, 2018",5,financial-markets-global
Incredibly well taught course by Professor Shiller which is very informative and covers a broad range of topics. So glad that I took this course! I highly recommend it!,By Mitali J,"Nov 26, 2018",5,financial-markets-global
Outstanding,By Ben M,"Dec 18, 2018",5,financial-markets-global
"It's a very insightful course on financial markets. Prof. Shiller is amazing. His knowledge and experience in the financial markets is truly amazing. He tells you the history and etymology, and the practical application of financial theories. I especially liked how the course included other finance industry leaders like Robert Ferguson, Lei Zhang, and Georgia Keohane. You get a different perspective of finance and how it has helped and shaped different regions and sectors of the society. I have so much appreciation with finance, before I thought it's just about making money, but it's only a part of that. As Prof. Shiller said, finance helped people's lives to become better, manage risks, and most importantly:""Poverty is substantially due to unmanaged risks.""-Prof. Robert Shiller",By Mar G A,"Aug 05, 2018",5,financial-markets-global
"This course was a very good introduction to finance. I was already involved in this market and this helped me to deeply understand the terms that I usually was involved with. This course helped me changed my focus of finance and how it can actually be used to benefit society and not just individuals. Robert Shiller is a very exceptional and entertaining lecturer. I found myself very interested into all the subjects and his explanations. Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know. For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing. ",By Patrick F M C,"Dec 08, 2018",5,financial-markets-global
This is a very great course. Before i took this course i had very little knowledge about the financial markets. Professor shiller has really opened my mind to the world of investment banking. I am going to pursue a career in Investment banking and Prof. Shiller has laid a perfect  foundation for me.The lessons were concise and interesting. The quizzes did a great job of testing my knowledge. I am also very grateful to the Financial markets Coursera team for granting me the opportunity to take this course at no  charges whatsoever. I got a financial aid and I'll be forever grateful to the team. Thank you guys!! I love you!! May God continue to grant all your heart desires!!,By Adeola O T,"Mar 10, 2018",5,financial-markets-global
"A course that builds strong foundations in financial principles.  A lite foundation in financial theory is a suggested prerequisite, but the material is not overwhelming given the amount of readings, videos, and references.  The best part about the course is the historical backstories of WHY financial principles and theories exists... many course simple explain WHAT they are, and how they're calculated.  This course builds over hundreds of years to the present day and questions itself as it looks out towards the next 100 years.  Highly recommended for anyone with even a budding interest in behavioral finance.",By Matthew,"May 27, 2018",5,financial-markets-global
"This course provides an overall vision about US's financial system mixed with basic financial concepts and it's an interesting introduction to behavioral finance. Professor's Robert Shiller lessons are clear, direct and unique.The course is structured so that all the concepts are clear through a mix of lectures given by Professor Robert Shiller and more informal seminars with the students' discussions. The exams at the end of each lesson are useful to consolidate what has been learned.I would recommend this course to anyone interested in getting to know the financial world.",By Beatriz C S,"May 02, 2018",5,financial-markets-global
"The course and Professor Schiller were both excellent!  I am an engineer by training and I now realise how much I did not know about finance and how the world really works and what (finance) is gradually becoming more important in the global economy.  This course provides a fundamental understanding of the financialisation and the financial instruments and tools that make our world better (options, trading, put-call, shorts, futures, banking, insurance, risk, crises, etc) and worse off, as well as the history behind these tools, market upsets, etc. etc.  HIGHLY RECOMMENDED.   ",By Curtis D,"Feb 28, 2018",5,financial-markets-global
"This course of 'Financial Markets' by Prof. Robert Shiller was one of the best courses I've been studied so far. The curriculum and syllabus of the course was brilliantly designed and the quizzes gave a good overview of the chapter. Prof. Robert Shiller is very brilliant in his field, I personally thank him for teaching this course and I want to congratulate him for his successes in the financial markets. I think this course will help me to think in a wide variety of ways in the 'Financial world and systems'.",By Ankit S,"Jan 01, 2018",5,financial-markets-global
"Excellent, comprehensive and fairly challenging course on financial markets, mainly due to the breadth of topics covered. Professor Shiller is an engaging lecturer and has a refreshingly balanced view of finance - he does not just preach efficient markets but talks about democratizing finance and innovating for good. The Chalk Talk sessions are helpful in understanding some of the (more mathematical) theory. To get the most out of the course I would recommend an introductory textbook to accompany.",By Krista T,"May 30, 2018",5,financial-markets-global
"I thoroughly enjoyed this course on financial markets. Most of the content I was fascinated by, and I am pleased to say my knowledge of financial markets has improved greatly and I am sure this will help me in my future studies. I particularly enjoyed discovering behavioural finance, as well as being introduced to the book, The Black Swan, by Nicholas Taleb, which I have since read. Would highly recommend this course to anyone hoping to pursue a career related to finance. ",By Deleted A,"Oct 14, 2018",5,financial-markets-global
Financial Markets was a very intriguing and applicable course to real world situations. Robert Shiller incorporated personal experience into theory and mathematical equations which assisted in memorization and understanding of the financial institutions. The guest speakers further informed of innovative solutions which assisted developing nations in overcoming financial strain and availability of alternative funding through social institutions.  ,By Alexey S,"Aug 27, 2018",5,financial-markets-global
"I would like to thanks Yale University and Coursera for this opportunity, this course contains information on Financial Markets that depending on how eager students are, one can go deeper and increase his/her knowledge. I Personally enjoyed the Options, Bonds and Financialization of real estate as topics.  I would like to see more engagement; for instant if we can add a section to have more up to date topics about financial industry.",By Fereshteh A,"Apr 29, 2018",5,financial-markets-global
"I really enjoyed this Financial Market course. I would recommend anyone who is interested in advancing his or her career in the financial services industry, and/or those who would like to gain financial knowledge to be able to make better personal finance decisions, to take this course. Professor Shiller is truly an inspirational person and his course would make you look at the world in a completely different way.",By Dickens L,"Apr 03, 2018",5,financial-markets-global
"This was an excellent update to Dr. Shiller's first Financial Markets course.  The lectures as always were excellent.  I liked the addition of the salons, chalk talks, and the balloons that appeared from time to time to explain a concept in a lecture.  The only small problem was that I was unable to see the pointer's laser in the lecture.  I hope Dr. Shiller does more courses - behavioral economics?",By John M,"Feb 18, 2018",5,financial-markets-global
"This is a general course letting you understand the Financial Market. Professor Shiller is a very passionate finance & economic people, he emphasis a lot times that Finance is not about making money. I enroll this course because of this. There's a lot technical terms being discussed but you need to further research if you want to deepen the knowledge. Anyway, it's a great course and I like it.",By Chio W P,"Aug 18, 2018",5,financial-markets-global
"A huge thank to Professor Shiller for his beautiful work and kindness, to Yale University for the unbelievable opportunity to study in, to Coursera team, great platform and worldwild proximity, for your desire to help and to give opportunity for better life in broad sense and for letting me the opportunity to be a student for free. Thank you again! Best wishes and good luck!",By Ada A K,"Sep 21, 2018",5,financial-markets-global
"Great course to deepen your knowledge about financial markets and gain insight how things are in the States which is very helpfull if you are a foreigner and are being taught only ""local"" stuff. Mr. Schiller is very easy to listen to and may be very similar to your gramps which you might have lost in early age same as I did. Too bad this course has to end. Will miss this. ",By Martin Š,"Jul 21, 2018",5,financial-markets-global
"Amazing prof , DR Shiller - introduces any new concept with so much background and history, that generates a lot of interest. I have been working in the financial markets for the last 15 years and this course has been extremely useful for brushing up concepts across the span. Great concept f behavioural finance and how in real markets it takes a critical stage.",By Sanjay g,"Sep 14, 2018",5,financial-markets-global
"Absolutely wonderful course. Doesn't just focus on the purely academic, but also applies all the principles taught in a practical manner. The course is well organised, with lectures, quizzes, and other compelling material. Robert Shiller, in his lectures, is very easy to listen to and understand. On the whole, I am very happy and glad to have done this course.",By Sooraj M,"Jun 25, 2018",5,financial-markets-global
"I thoroughly enjoyed this course. Professor Shiller is a great presenter and not just an academic, but also a market participant. I would really like to undertake other courses presented by Professor Shiller.The 'salons' and student discussions were a valuable addition to the course as were the random questions that would pop up throughout a lecture. ",By Ian L,"Apr 15, 2018",5,financial-markets-global
"Robert Schiller is the best professor that I ever had. Even tho is an online course the way he explains the subjects makes for me seems that im in a real class at the university. I really want to thanks him to spread his knowledge for free, I think that we have an invaluable tool here that nobody that is interested in economics should waste.",By EMMANUEL g,"Nov 05, 2018",5,financial-markets-global
A great course to take. It is a great joy to listen to Professor Shiller. The course is very well designed and presents highlights from the lectures as well as from more private group discussion situations. It offers a great overview of financial tools and shows why financial markets are important and what they have to offer to society. ,By Markus K,"Jan 06, 2018",5,financial-markets-global
"this is my first financial course, and it was great, and I have learned lots of basic and advanced financial concepts, which are really helpful. it gets me to start understanding the financial world I had zero knowledge before.I really enjoyed this course, very appreciated the course and work the coursera and the professors have done. ",By Biao L,"Oct 28, 2018",5,financial-markets-global
"This is a broad based course.  Its well worth getting to know Prof. Schiller. A great professor. It veers a little philosophical, but I'm fine  with that. I'm sure there are many quantitative courses out there with less of a perspective. The course also gives a great taste to what its like to go to Yale, and that is well worth it.",By Andrew  K,"Apr 14, 2018",5,financial-markets-global
"Learned alot of new things like behavioural finance and origin of financial products like  insurance and CDOs etc.knowledge of professor shiller is amazing .Definitely would recommed professor to make more advanced version of this course.Best course available on MOOC.thank u Coursera,Yale university and Professor Robert Shiller.",By Faisal n K,"Nov 05, 2018",5,financial-markets-global
it's really good and a must for everyone. Professor Shiller explained it with every aspect I need. I cried at the last Lesson (Lesson #18) with the background music and his thoughts about Finance . I will not stop here. I will also would want to contribute something on Finance one day !! Thank you so much Professor Shiller .,By NORLIZA M H,"Jul 06, 2018",5,financial-markets-global
"Great course for beginners. I am from a non-finance background but Mr. Shiller presents his insights so beautifully and lucidly that it becomes easy to correlate things. But, the course lacks spoon feeding notes and may be that is for us to take things a bit more seriously and get those mental levers worked up a bit.",By sourav N,"Jan 25, 2018",5,financial-markets-global
"AMAZING TO HEAR A NOBEL PRIZE WINNER IN ECONOMICS TALK ABOUT FINANCIAL MARKETS. HIS LECTURES OFFER INSIGHTS ON HOW THE FINANCIAL MARKETS HAVE EVOLVED, WHY THEY EXIST, HOW THEY CONTRIBUTE TO SOCIETY, HOW THEY CAN IMPROVE...SO GLAD I TOOK THIS COURSE. COMPLETELY DIFFERENT FROM OTHER FINANCE COURSES. ",By Ruth R M,"Mar 10, 2018",5,financial-markets-global
"I have been a big fan of Robert Shiller's since learning of his development of the Case-Shiller Housing and S&P PER Indices, and after reading Irrational Exuberance, so it was a great honor to be able to study with him, even if it was online through pre-recorded video viewed from Japan.",By David H,"Nov 23, 2018",5,financial-markets-global
"Very good introduction to financial markets from an expert. Dr Schiller is an excellent instructor, and provides interesting examples and stories to clarify his points. I enjoyed the quizzes and assignments as well. I would happily take additional courses provided by Dr Schiller. ",By Daniel R,"Sep 26, 2018",5,financial-markets-global
"This course is a great way to learn the fundamental elements of financial markets, using mostly the United States as a reference. Besides, Mr. Shiller and his teaching assistant provide valuable insights on the course. Therefore, I highly recommend this Financial Markets course.",By Joshua Z P L,"Feb 21, 2018",5,financial-markets-global
I took this class because I have no background in finance and wanted a good introduction. This class is a solid introduction to the subject. Prof. Shiller's manner of explaining things and providing historical context on important financial concepts will remain with me forever.,By sunil k,"Jun 14, 2018",5,financial-markets-global
"This is an amazing course, well done team to bring Mr. Shiller onboard for such a cours and given students like us to recieve an opportunity to have quality education from a premium institute which has professors like him. We are grateful to you to provide this platform to us.",By Gaurav,"May 10, 2018",5,financial-markets-global
"Fantastic! I learned a lot about financial theories, modern investment tools, public finance policies and a full scope of the financial markets. I also like the salons and chalk talks among professor, TA and Yale students, which illuminated a lot of concepts. Thank you. ",By Ting-Yen T,"Feb 16, 2018",5,financial-markets-global
robert shiller is a very good teacher the course is complete thank to coursera i have learned so many things with this video even if i am working in finance there are some important points to take in accountthank you yale and coursera for this amazing experience ,By Mellul J ,"Mar 10, 2018",5,financial-markets-global
"Professor Shiller explained all concepts thoroughly and precisely. He was able to carefully untangled the intricate, interconnected webs of the stock market, the global economy, and governance. I would wholeheartedly recommend this course to any peer who asked.",By Hiba M,"Oct 16, 2018",5,financial-markets-global
I love this course and highly recommend. I learned many new knowledge from this course. Mr Shiller explains things very clear. I benefited from this course a lot. And I was quite moved at the end of this course when the Mr Shiller says some nice wishes to us. ,By jialu.du,"Jan 06, 2018",5,financial-markets-global
"I rate this course very highly. I learned the concepts and most importantly I developed critical thinking ability on the regulations and operations of financial markets. I would surely recommend this course. Regards, Dr. Suman Chakraborty",By Suman C,"May 09, 2018",5,financial-markets-global
Great material and presentations. Professor Shiller has great knowledge and knows how to pass it in a simple way. Very didactic.I would definitely recommend it to anyone who is new to Finance and wants to start getting involved with it.,By Mauricio M R,"Apr 12, 2018",5,financial-markets-global
The course is extremely useful in understanding the basics of financial markets. I would recommend this for everyone who doesn't have a formal training or exposure to the working of financial markets. Professor Shiller is excellent!,By Tapobrato R,"Dec 13, 2018",5,financial-markets-global
It is a brilliant course for beginners in financial markets. The lectures given by Prof. Shiller are so easy to understand and comprehend. The salon talks and various discussions also helped me better understand the topic. ,By ThejasVishnu R,"Sep 14, 2018",5,financial-markets-global
"Wonderful course for an entry-level individual who wants to approach for the first time the financial markets, expecially becausa it give you the olistic optic that it is required to understand the markets as a whole.",By Alessio P,"Apr 14, 2018",5,financial-markets-global
By far the best lecture class i have attended online and with much attention. The learning of financial markets can be this interesting is giving me further satisfaction that i'm a part of this course. Great course.,By Benoy M,"Oct 01, 2018",5,financial-markets-global
"Brilliant content and wonderful teacher, at the highest level ever seen. Not only pleasant but also absolutely inspiring. I could be listening to Robert Shiller for hours. Well, infact, this is what I did¡",By Marta L C,"Jan 03, 2018",5,financial-markets-global
I thoroughly enjoyed the course and I will highly recommend it to all of my friends. The course gave me an excellent overview of the financial markets and I learned many details that I never knew before.,By Simeon M,"Mar 26, 2018",5,financial-markets-global
"It was a wonderful course. The professor was really amazing , and the best part of the course was each and every term were  being explained with real life examples which made the course more interesting. ",By Bobby,"Mar 25, 2018",5,financial-markets-global
What an excellent course.  So much to learn in so little time.  It is of interest to see the Yale University Campus and the Business Students intertwining their responses to questions of interest.,By Karen I,"Jan 14, 2018",5,financial-markets-global
Exceptional summary of the fundamentals of Financial Markets. Engaged both the newcomer and seasoned professional alike. Professor Schiller is a shining star amongst the field of finance. ,By Nicholas K,"Apr 19, 2018",5,financial-markets-global
"This course provides a great foundation of knowledge about financial markets, as well as background on investing terminology and strategies/tactics that are used by the finance industry.",By Joshua D K,"Oct 24, 2018",5,financial-markets-global
It is very help to very student to attain this course mainly because we can develop our skillS and learning power  time management and we can learn financial markets details properly ,By Asha S ,"Oct 13, 2018",5,financial-markets-global
"I fell in love with the way Professor Schiller takes you through this Course. Although many concepts were not new to me, I preferred his lectures to music in my early morning runs. ",By Fabio I,"Sep 04, 2018",5,financial-markets-global
Thank you Coursera for giving us students of all ages and qualifications an opportunity to learn finance from one of the leading professor on the subject...Prof. Robert Shiller... ,By Prashant C,"Aug 25, 2018",5,financial-markets-global
"It was a great course, a total overview of Financial Markets. Prof. Robert Shiller explained the theory and insights with great enthusiasm and humor. Highly recommend this course.",By Vivian R,"Feb 26, 2018",5,financial-markets-global
Very good overview on financial markets - great way to jog my memory and learn all sorts useful new facts about the financial markets. This course will make me a better investor. ,By Albert L,"Aug 30, 2018",5,financial-markets-global
To have a Nobel prize winner as a teacher (even online) is something unique. Everyone which is interested of how financial markets work in the real world should take this course.,By Georgios D,"Jun 02, 2018",5,financial-markets-global
"Great Teacher with great knowledge. Helped me a lot to understand about financial  Terms and Markets. How to invest, what things t care before investing. etc Thank you Sir :) ",By Jyoti R,"Sep 11, 2018",5,financial-markets-global
"Excellent course with an extraordinary professor. The quality of this course is definitely in the communications excellency of Prof. Shiller. Also, the discussions contribute  ",By Hugo M M R,"Aug 15, 2018",5,financial-markets-global
"The course I took here, taught me how to turn theory of finance into practical model of Financial markets. Coursera is the key to the success and advancement of my career.  ",By Samyia Z,"Nov 22, 2018",5,financial-markets-global
"The course well covers its objectives. The materials well structured, interactive, fairly demonstrated the aspects of financial markets & its quiz is also well designed. ",By kcteo.net@gmail.com,"Oct 20, 2018",5,financial-markets-global
This course really helped me gain a very good understanding of the financial markets. Recommend to all those who have none or very little knowledge on the above subject.,By Jayantee C,"Apr 09, 2018",5,financial-markets-global
"It is delighting to learn from Mr Shiller , a noble laureate directly. I wish there are more questions during the lecture. So that we are more attentive while listening.",By M V A,"Mar 27, 2018",5,financial-markets-global
Great course. It gives a good overview of finance in general. I should however point out that there are some US components which aren't essential for everyone to know.,By Eggs S,"Nov 20, 2018",5,financial-markets-global
This is a great overview for someone like me who didn't know the basics of the financial markets. Thank you Professor Shiller for the efforts to create this course.,By Stepan F,"Sep 21, 2018",5,financial-markets-global
"Muy buen curso, para aquellos que quieran recibir una introducción a los mercados financieros y su funcionamiento este curso es el indicado. 100% recomendado",By Andres L,"Jun 27, 2018",5,financial-markets-global
First Coursera class.  Enjoyed the intellectual exercise.  Bob Shiller is a great professor and the course is a matter of the utmost importance to our time.,By Gerald P,"Apr 13, 2018",5,financial-markets-global
I like professor Shiller. He have some some intresting opinion about finanial market and he is very organized and charismatic. I hope i can work for financi,By Pang B,"Jan 07, 2018",5,financial-markets-global
"Excelente curso, muy bien estructurado, con alto contenido académico, histórico y práctico, el profesor es un genio sin duda y expone muy bien lo que sabe. ",By Jonathan H,"Oct 02, 2018",5,financial-markets-global
"Excellent course for the ones aiming to start in the world of financial markets.Key points perfectly explained, in a easy way.Ententaining course, no doubt",By Alberto L,"Feb 11, 2018",5,financial-markets-global
"It was a great overview of Financial Markets by a great teacher. I have learned not only about stocks, bonds... but also how finance can change the world.",By Oleg D,"May 02, 2018",5,financial-markets-global
"Great course. The professor has great knowledge in the subject, knows how to explain it in an engaging manner and is evidently a kind, moral human being. ",By Alejandra T,"Jun 06, 2018",5,financial-markets-global
It was an interesting course and every little time i had was always to be on the  screen and i had a good exposure to trade secrets in financial markets.,By Paul A,"Jan 14, 2018",5,financial-markets-global
"It was a rewarding experience. It really improved my knowledge and my performance as a financial professional. Definitely, I'd recommend to enroll it.",By Frank S Y R,"Oct 21, 2018",5,financial-markets-global
Great Course!  ALL the concepts and topics you need to know to understand how the financial world works. A must for everyone.Thanks Professor Shiller!,By Jose F G D B,"Jul 24, 2018",5,financial-markets-global
"Robert Schiller is a fantastic person and teacher! The course was above all my expectations, one of the best I had. Strongly recomended for everyone.",By Ariel H,"Jun 10, 2018",5,financial-markets-global
"I learned a lot! The instructor is simply amazing and the material is really interesting, I just think that it would be great to have more readings.",By Lucia,"Jun 20, 2018",5,financial-markets-global
very interesting and intense course that makes you see a new perspective of the financial markets both in the US and in the world. Excellent course,By Manuel V,"Nov 20, 2018",5,financial-markets-global
"Professor Shiller explains concepts very clearly, classes are great and well-divided which makes it very efficient to re-visit some concepts. 10/10",By Juan M G,"Nov 01, 2018",5,financial-markets-global
Professor Shiller is simply the best. This an excellent course for those who aims to learn more about Financial Markets and Economy. It's a must. ,By Victor M d S,"Nov 12, 2018",5,financial-markets-global
Loved the course and would definitely recommend it to students interested in finance. Dr. Shiller makes it all wonderfully simple and meaningful. ,By Vishakha J,"Aug 19, 2018",5,financial-markets-global
"The information is well consolidated, but if you did not take contact with financial terms before it will be little hard to digest information. ",By Iulian A O,"Feb 25, 2018",5,financial-markets-global
I absolutely loved the way Prof. Shiller went about teaching in this course. Would recommend everyone to sign up for this introductory course!,By Razdeep H,"Aug 22, 2018",5,financial-markets-global
Well-organised content and knowledgeble professor and helpful classmates. I will definitely recommond the course to my friends and relatives.,By SIRUI Z,"Mar 06, 2018",5,financial-markets-global
"Amazing course, thanks to Professor Shiller and all the faculty involved. Truly incredible opportunity for everyone interested in finance!",By Henrique V R d M,"Feb 18, 2018",5,financial-markets-global
Really wise people manage to explain complex theories and concepts in a simple way. Robert Shiller is an example of this. Just EXCELLENT!,By Claudio G,"Mar 02, 2018",5,financial-markets-global
Professor Schiller is so intelligent and a great professor! I enjoyed this course regardless of not being physically in the classroom.,By Takuto W,"May 28, 2018",5,financial-markets-global
Excellent overview of financial markets. Gives a well thought out run through of the important aspects of our global financial system. ,By Fredrik L L,"Mar 11, 2018",5,financial-markets-global
"Real pleasure, I am enjoying every moment of this course.Extremely well prepared and organize, The best Coursera course I did so far.",By Gabriel y,"Feb 19, 2018",5,financial-markets-global
"It really an example how could democratize finance to people all over the world.
By sure I will indicate this course for my Friends.",By Charles G d O J,"Apr 15, 2018",5,financial-markets-global
Gave me a great overall understanding of how our economy functions through finance and how all the different gears turn together.,By Adrian E D,"Oct 24, 2018",5,financial-markets-global
Dr Shiller is one of the best teachers ever. Easy to understand concepts that are complex. Looking forward to keep on learning!,By Mágali S U,"Jan 29, 2018",5,financial-markets-global
"I like the class and its social motivate. The teaching method is versatile and attractive. Overall, this is a wonderful class. ",By Liyue(Mario) Q,"Apr 01, 2018",5,financial-markets-global
"Gives a comprehensive but clear overview of financial markets, and contextualizes finance in terms of social responsibility. ",By Santiago T,"Jan 17, 2018",5,financial-markets-global
Excellent course!  Great overview of the financial markets including interesting views and insights from Professor Shiller.,By David S,"Jan 13, 2018",5,financial-markets-global
an excellent introduction to finance with a lot of aspect concerning the economic life. It makes you want to go further.,By Maximilien L,"Apr 09, 2018",5,financial-markets-global
Students of Developing as well as Developed world should archive these lectures- It is the Bible for Market Study course,By Puneet S,"Feb 23, 2018",5,financial-markets-global
"This is a very interesting course, which gives me a fantastic introduction of the complex world of financial analysis. ",By Julia l,"Jan 19, 2018",5,financial-markets-global
Taught every bit with a pure dedication and in a very nice smiling way by sir Robert Shiller. A lot of thanks to him! ,By Siddhartha K,"Jan 29, 2018",5,financial-markets-global
"Fantastic course, Professor Shiller's touch on the importance of financial innovation is especially impressive.",By Effy F,"May 25, 2018",5,financial-markets-global
